sentence_id	raw_text
semeval2013.d009.s017	`` This stunning breach of ethics and indifference to the code belies claims by several justices that the court abides by the same rules that apply to all other federal judges , '' said Bob Edgar , the president of Common Cause .
semeval2013.d009.s018	`` The justices were wining and dining at a black-tie fundraiser with attorneys who have pending cases before the court . ''
semeval2013.d009.s019	Their appearance and assistance in fundraising for this event undercuts any claims of impartiality , and is unacceptable .
semeval2013.d009.s020	Scalia and Thomas have shown little regard for critics who say they too readily mix the business of the court with agenda-driven groups such as the Federalist Society .
semeval2013.d009.s021	And Thomas '' wife , Ginni , is a high-profile conservative activist .
semeval2013.d009.s022	Moreover , conservatives argue that it 's Justice Elena Kagan who has an ethical issue , not Scalia and Thomas .
semeval2013.d009.s023	Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level .
semeval2013.d009.s024	Her critics have pushed for Kagan to recuse herself from hearing the case , saying that she was too invested in defending the law then to be impartial now .
semeval2013.d009.s025	Kagan has given no indication she will do so .
semeval2013.d010.s000	The familiarity of the Spanish is higher than that of the Ticos
semeval2013.d010.s001	Of the 22 players called in Spain , ten passed 50 international games .
semeval2013.d010.s002	On the side of Costa Rica only one of 22 called players reached 50 games .
semeval2013.d010.s003	A minor contrast to Costa Rica , comparing the 22 players called by both countries for the friendly game today , at 3:05 pm at the National Stadium in San Jose .
semeval2013.d010.s004	While the Europe and world champions , number one one in the monthly top of FIFA , have a long record of Class A inter selection , the Tricolor has only the defender Michael Umana as the only one who has 50 international games .
semeval2013.d010.s005	That number was reached Friday before the game against Panama ( 0-2 ) , in Rommel Fernandez .
semeval2013.d010.s006	Spanish football players playing in the All-Star League and in powerful clubs of the Premier League of England are during the year very active in league and local cup competitions and there are high-level shocks in the European Cups and European Champions League .
semeval2013.d010.s007	To this is added the Spanish Fury experience in complicated qualifications for Euro Cup and World Cup .
semeval2013.d010.s008	The Ticos players , however , have a limited international experience in an area such as CONCACAF , which is considered the lowest level within FIFA
semeval2013.d010.s009	We see that the peak of the Spanish selection is the goalkeeper Iker Casillas , who last Saturday against England ( game lost with 0-1 in London ) equaled the record of the ex goalkeeper Andoni Zubizarreta , with 126 international matches .
semeval2013.d010.s010	Casillas will play today against the Tricolor and will impose a new record of 127 international matches for Spain .
semeval2013.d010.s011	Xavi Hernandez , the player of Barcelona , has 106 matches .
semeval2013.d010.s012	Casillas and Xavi were recognized last week by UEFA together with the other player of the Iberian team , Zubizarreta with 126 matches and Schalke striker Raul Gonzalez with 102 .
semeval2013.d010.s013	Almost near the centennial number is Carles Puyol , with 97 games .
semeval2013.d010.s015	On Costa Rican side , and close to Michael Umana , are the left-lateral Junior Diaz , with 48 matches and the striker Bryan Ruiz , with 45 .
semeval2013.d010.s016	After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .
semeval2013.d010.s018	More than 30 matches in Spain have Gerard Piqué ( 37 ) , Sergio Busquets ( 36 ) , Santiago Santi Cazorla ( 32 ) , Alvaro Arbeloa ( 31 ) and Raul Albiol ( 31 ) .
semeval2013.d010.s019	On the national side , with less than 30 presences , there are Roy Miller with 26 , Winston Parks with 26 , Gabriel Badilla with 25 and Roy Myrie with 23 .
semeval2013.d010.s020	The rest does n't come near the 20 .
semeval2013.d010.s021	While Nacho Moreal has only four games and Jordi Alba two , in Costa Rica Victor Bolivar has only one Olman Vargas and Nelson Edder did not debut yet .
semeval2013.d010.s022	The leading scorer of Spain is David Villa is , with 50 goals , followed by Fernando Torres with 27 .
semeval2013.d010.s023	For Costa Rica , Bryan Ruiz is the one that registers more points , two more than Carlos Hernandez and three more than Roy Myrie and Parks .
semeval2013.d011.s000	Is immigration a burden or an opportunity for the economy ?
semeval2013.d011.s001	Immigration policy under Nicolas Sarkozy was criticised from various aspects a congestion of police , legal and administrative services subjected to a policy of numbers and the compatibility of that policy with the self-proclaimed status of the country as the country of French human rights .
semeval2013.d011.s002	More recently , it is administrative harassment of foreign students , which is topical , with the minister of the interior ( `` Libération '' on 23 May ) declaring that France `` does not need foreign talent , bricklayers and waiters . ''
semeval2013.d011.s003	But it is only rarely analyzed from the economic viewpoint .
semeval2013.d011.s004	There is a lot of consensus between the Left and the Right on this subject .
semeval2013.d011.s005	On the Right , the tone was set by Jacques Chirac , who declared in 1976 that `` 900,000 unemployed would not become a problem in a country with 2 million of foreign workers , '' and on the Left by Michel Rocard explaining in 1990 that France `` can not accommodate all the world 's misery . ''
semeval2013.d011.s006	The only difference , the degree of generosity
semeval2013.d011.s007	In 2005 , the fear of invasion of the national territory by hordes of Polish plumbers was felt both on the Left and on the Right .
semeval2013.d011.s008	Both sides see immigrants as a burden on the French economy and on French society .
semeval2013.d011.s009	The only difference resides in the degree of generosity , which one deigns to grant to immigrants .
semeval2013.d011.s010	In his program , François Hollande confines himself to banalities , saying that co-development would allow our immigration problem to be solved . ''
semeval2013.d011.s011	This notion of immigration being a burden and a problem , may be an electoral asset , but it is economically very costly .
semeval2013.d011.s012	As the economists Ian Goldin and Geoffrey Cameron , remind us in a recent book summarising the most recent knowledge of immigration ( Exceptional People : How Migration Shaped Our World and Will Define Our Future , mai 2011 , Princeton University Press , 352 pp . ) , there is wide consensus among specialists on the positive impact of migration flows on economic growth , wages and employment in countries , which admit immigrants .
semeval2013.d011.s013	Restraining immigration leads to anaemic growth and harms employment .
semeval2013.d011.s014	Fears about the impact of immigrants are based on the notion that they are liable to replace native workers , in particular unskilled ones , exerting downward pressure on wages .
semeval2013.d011.s015	But experience shows that in reality immigrants are much more complementary to , rather than replacements of , local labor , exercising trades in which there is a shortage of local labor .
semeval2013.d011.s016	Unskilled immigrants work in sectors , which do not attract local labor and the most highly skilled ones in dynamic sectors where training does is not linked to offers of employment .
semeval2013.d011.s017	A positive effect on wages
semeval2013.d011.s018	In the same way as a surgeon would find it difficult to work in a country with a shortage of anaesthetists , the complementarities existing between locals and immigrants bring it about that the arrival of immigrants has a positive effect on the pay of locals .
semeval2013.d011.s019	Giovanni Peri has calculated that a rise of 1 % in the migratory flow causes an increase of between 0,6 and 0,9 % in real long-term pay .
semeval2013.d011.s020	And does so without taking into account the fact that the diversity contributed by immigrants contributes to the creation of ideas and to economic growth ( a large proportion of naturalised immigrants are among American Nobel prize winners , whilst Google , Intel , Paypal , eBay and Yahoo were all founded by immigrants ) .
semeval2013.d011.s021	Migrants are also net contributors to social systems , averaging 1 % of the total budgets of European countries .
semeval2013.d011.s022	The World Labor Organisation estimates that for example in Germany , an immigrant arriving at the age of 30 , will make a net contribution ( receipts less expenditure ) of an average of 150,000 Euros to public budgets during his lifetime .
semeval2013.d011.s023	Nicolas Sarkozy wished at the start of his mandate to look for missing points of growth `` with the teeth . ''
semeval2013.d011.s024	The teeth in question , intended to serve to dissuade immigrants , had precisely the opposite effect .
semeval2013.d012.s000	Deutsche Bank pays multi-million pound fine in the USA
semeval2013.d012.s001	Fresh trouble is following hard on the heels of the uproar around Josef Ackermann , CEO of Deutsche Bank : Deutsche Bank faces a multi-million pound fine in the USA .
semeval2013.d012.s002	As if the problems at home were not already enough for Deutsche Bank , the industry giant 's past in the USA is now also catching up with it . Frankfurt-based Deutsche Bank will pay 145 million dollars ( 106 million Euros ) to settle disputes arising from the bankruptcy of five major credit unions during the financial crisis .
semeval2013.d012.s003	The issue centres on the sale of mortgage securities .
semeval2013.d012.s004	The National Credit Union Administration ( NCUA ) , a financial market regulator , accuses a string of major banks of having used false promises to mislead credit unions into buying the financial products .
semeval2013.d012.s005	The value of the securities dropped dramatically during the financial crisis and brought down the credit unions .
semeval2013.d012.s006	`` We are happy to have resolved the issue without the parties going to court , '' said a Deutsche Bank spokesman in New York .
semeval2013.d012.s007	The bank did not admit culpability in the settlement .
semeval2013.d012.s008	The same is true of Citigroup , which agreed to pay 20.5 million dollars .
semeval2013.d012.s009	The NCUA chairman , Debbie Matz , welcomed the responsiveness of the two banks .
semeval2013.d012.s010	The National Credit Union Administration ( NCUA ) is responsible for the US credit unions and intervenes in bankruptcies to protect customer deposits .
semeval2013.d012.s011	The NCUA is fighting for compensation for losses that run into the billions .
semeval2013.d012.s012	The current settlements are the first of their kind .
semeval2013.d012.s013	The regulator had also approached other major banks and sued JPMorgan Chase , the Royal Bank of Scotland and Goldman Sachs in the summer .
semeval2013.d012.s014	The dubious mortgage securities are so-called mortgage-backed securities .
semeval2013.d012.s016	This sealed the fate of a number of financial companies when the US property bubble exploded in 2007 .
semeval2013.d012.s017	The US investment bank , Lehman Brothers , went belly-up in September 2008 at the height of the financial crisis .
semeval2013.d012.s018	The banks battling against a strong wind in the USA several years later .
semeval2013.d012.s019	Investors and regulators have brought a vast number of claims for compensation or to punish misconduct .
semeval2013.d012.s020	The Federal Housing Finance Agency ( FHFA ) has been behind the largest wave of claims .
semeval2013.d012.s021	It accuses 18 major international banks of having taken in US lenders Fannie Mae and Freddie Mac on mortgage transactions valued at around 200 billion dollars .
semeval2013.d012.s022	Deutsche Bank also faces legal action by the FHFA covering multiple transactions with a total value of 14.2 billion dollars from 2005 to 2007 .
semeval2013.d012.s023	The regulator is demanding that the Frankfurt-based bank take responsibility for `` substantial losses , '' but has not yet specified the exact sum .
semeval2013.d012.s024	Deutsche Bank has rejected the claims as baseless and has declared its intention to fend off the claims .
