instance_id	wn_id	bn_id	synset	lemmas	gloss
d002.s008.t005	index%1:10:01::	bn:00046418n	index.n.02	index, index_number, indicant, indicator	a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time
d002.s009.t000	index%1:10:01::	bn:00046418n	index.n.02	index, index_number, indicant, indicator	a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time
d002.s009.t001	rise%1:11:00::	bn:00067923n	rise.n.01	rise	a growth in strength or number or importance
d002.s009.t002	dollar%1:23:00::	bn:00028114n	dollar.n.01	dollar	the basic monetary unit in many countries; equal to 100 cents
d002.s009.t003	high%1:07:00::	bn:00044024n	high.n.01	high	a lofty level or position or degree
d002.s009.t004	euro%1:23:00::	bn:00031888n	euro.n.01	euro	the basic monetary unit of most members of the European Union (introduced in 1999); in 2002 twelve European nations (Germany, France, Belgium, Luxembourg, the Netherlands, Italy, Spain, Portugal, Ireland, Greece, Austria, Finland) adopted the euro as their basic unit of money and abandoned their traditional currencies
d002.s009.t005	pressure%1:07:00::	bn:00064262n	pressure.n.02	pressure	a force that compels
d002.s009.t006	sector%1:14:00::	bn:00070206n	sector.n.02	sector	a social group that forms part of the society or the economy
d002.s009.t007	situation%1:26:00::	bn:00071869n	situation.n.01	situation, state_of_affairs	the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt
d002.s010.t000	technology%1:09:00::	bn:00005105n	engineering.n.02	engineering, engineering_science, applied_science, technology	the discipline dealing with the art or science of applying scientific knowledge to practical problems
d002.s010.t001	security%1:21:04::	bn:00017368n	security.n.04	security, certificate	a formal declaration that documents a fact of relevance to finance and investment; the holder has a right to receive interest or dividends
d002.s010.t002	ground%1:24:00::	bn:00008870n	footing.n.02	footing, basis, ground	a relation that provides the foundation for something
d002.s012.t000	treasury%1:14:01::	bn:00026339n	department_of_the_treasury.n.01	Department_of_the_Treasury, Treasury_Department, Treasury, United_States_Treasury	the federal department that collects revenue and administers federal finances; the Treasury Department was created in 1789
d002.s012.t001	bond%1:21:02::	bn:00011974n	bond.n.02	bond, bond_certificate	a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal
d002.s012.t002	yield%1:21:00::	bn:00047691n	return.n.06	return, issue, take, takings, proceeds, yield, payoff	the income or profit arising from such transactions as the sale of land or other property
d002.s012.t003	tuesday%1:28:00::	bn:00078546n	tuesday.n.01	Tuesday, Tues	the third day of the week; the second working day
d002.s012.t004	evening%1:28:00::	bn:00031998n	evening.n.01	evening, eve, even, eventide	the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
d002.s012.t005	bond%1:21:02::	bn:00011974n	bond.n.02	bond, bond_certificate	a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal
d002.s012.t006	yield%1:21:00::	bn:00047691n	return.n.06	return, issue, take, takings, proceeds, yield, payoff	the income or profit arising from such transactions as the sale of land or other property
d002.s012.t007	evening%1:28:00::	bn:00031998n	evening.n.01	evening, eve, even, eventide	the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
d003.s000.t000	deal%1:10:00::	bn:00008568n	bargain.n.01	bargain, deal	an agreement between parties (usually arrived at after discussion) fixing obligations of each
d003.s000.t001	oil_company%1:14:00::	bn:00058745n	oil_company.n.01	oil_company	a company that sells oil
d003.s001.t000	concern%1:09:00::	bn:00021556n	concern.n.01	concern	something that interests you because it is important or affects you
d003.s001.t001	violence%1:26:00::	bn:00080036n	violence.n.03	violence	a turbulent state resulting in injuries and destruction etc.
d003.s001.t002	instability%1:07:00::	bn:00046933n	instability.n.04	instability, unstableness	the quality or attribute of being unstable and irresolute
d003.s001.t003	government%1:14:00::	bn:00007299n	government.n.01	government, authorities, regime	the organization that is the governing authority of a political unit
d003.s001.t004	oil_company%1:14:00::	bn:00058745n	oil_company.n.01	oil_company	a company that sells oil
d003.s001.t005	infrastructure%1:06:00::	bn:00008794n	infrastructure.n.02	infrastructure, base	the stock of basic facilities and capital equipment needed for the functioning of a country or area
d003.s001.t006	auction%1:04:00::	bn:00007085n	auction.n.02	auction, auction_sale, vendue	the public sale of something to the highest bidder
d003.s001.t007	saturday%1:28:00::	bn:00068696n	saturday.n.01	Saturday, Sabbatum, Sat	the seventh and last day of the week; observed as the Sabbath by Jews and some Christians
d003.s002.t000	deal%1:10:00::	bn:00008568n	bargain.n.01	bargain, deal	an agreement between parties (usually arrived at after discussion) fixing obligations of each
d003.s002.t001	oil_company%1:14:00::	bn:00058745n	oil_company.n.01	oil_company	a company that sells oil
d003.s002.t002	china%1:15:00::	bn:00016756n	china.n.01	China, People's_Republic_of_China, mainland_China, Communist_China, Red_China, PRC, Cathay	a communist nation that covers a vast territory in eastern Asia; the most populous country in the world
d003.s002.t003	russia%1:15:04::	bn:00068622n	russia.n.04	Russia, Russian_Federation	a federation in northeastern Europe and northern Asia; formerly Soviet Russia; since 1991 an independent state
d003.s002.t004	oil%1:27:01::	bn:00024112n	petroleum.n.01	petroleum, crude_oil, crude, rock_oil, fossil_oil, oil	a dark oil consisting mainly of hydrocarbons
d003.s002.t005	firm%1:14:00::	bn:00014160n	firm.n.01	firm, house, business_firm	the members of a business organization that owns or operates one or more establishments
d003.s002.t006	role%1:04:00::	bn:00036823n	function.n.03	function, office, part, role	the actions and activities assigned to or required or expected of a person or group
d003.s002.t007	iraq%1:15:00::	bn:00002362n	iraq.n.01	Iraq, Republic_of_Iraq, Al-Iraq, Irak	a republic in the Middle East in western Asia; the ancient civilization of Mesopotamia was in the area now known as Iraq
d003.s002.t008	oil_industry%1:14:00::	bn:00058741n	oil_industry.n.01	oil_industry, refining_industry, oil_business	an industry that produces and delivers oil and oil products
d003.s002.t009	decade%1:28:00::	bn:00025646n	decade.n.01	decade, decennary, decennium	a period of 10 years
d003.s002.t010	war%1:04:00::	bn:00080439n	war.n.01	war, warfare	the waging of armed conflict against an enemy
d003.s002.t011	sanction%1:04:02::	bn:00069122n	sanction.n.02	sanction	a mechanism of social control for enforcing a society's standards
d003.s003.t000	company%1:14:01::	bn:00021286n	company.n.01	company	an institution created to conduct business
d003.s003.t001	stake%1:21:02::	bn:00047081n	interest.n.05	interest, stake	(law) a right or legal share of something; a financial involvement with something
d003.s003.t002	field%1:15:00::	bn:00034265n	field.n.01	field	a piece of land cleared of trees and usually enclosed
d003.s004.t000	company%1:14:01::	bn:00021286n	company.n.01	company	an institution created to conduct business
d003.s004.t001	auction%1:04:00::	bn:00007085n	auction.n.02	auction, auction_sale, vendue	the public sale of something to the highest bidder
d003.s004.t002	friday%1:28:00::	bn:00036512n	friday.n.01	Friday, Fri	the sixth day of the week; the fifth working day
d003.s005.t000	bid%1:10:00::	bn:00010262n	bid.n.03	bid, tender	a formal proposal to buy at a specified price
d003.s006.t000	company%1:14:01::	bn:00021286n	company.n.01	company	an institution created to conduct business
d003.s006.t001	deal%1:04:02::	bn:00014152n	deal.n.01	deal, trade, business_deal	a particular instance of buying or selling
d003.s006.t002	field%1:15:00::	bn:00034265n	field.n.01	field	a piece of land cleared of trees and usually enclosed
d003.s006.t003	june%1:28:00::	bn:00048592n	june.n.01	June	the month following May and preceding July
d003.s007.t000	representation%1:04:01::	bn:00067192n	representation.n.03	representation	the act of representing; standing in for someone or some group and speaking with authority in their behalf
d003.s007.t001	oil%1:27:01::	bn:00024112n	petroleum.n.01	petroleum, crude_oil, crude, rock_oil, fossil_oil, oil	a dark oil consisting mainly of hydrocarbons
d003.s007.t002	giant%1:14:00::	bn:00040387n	giant.n.03	giant	an unusually large enterprise
d003.s007.t003	iraq%1:15:00::	bn:00002362n	iraq.n.01	Iraq, Republic_of_Iraq, Al-Iraq, Irak	a republic in the Middle East in western Asia; the ancient civilization of Mesopotamia was in the area now known as Iraq
d003.s007.t004	oil_industry%1:14:00::	bn:00058741n	oil_industry.n.01	oil_industry, refining_industry, oil_business	an industry that produces and delivers oil and oil products
d003.s007.t005	analyst%1:18:02::	bn:00003802n	analyst.n.02	analyst	an expert who studies financial data (on credit or securities or sales or financial patterns etc.) and recommends appropriate business actions
d003.s008.t000	iraq%1:15:00::	bn:00002362n	iraq.n.01	Iraq, Republic_of_Iraq, Al-Iraq, Irak	a republic in the Middle East in western Asia; the ancient civilization of Mesopotamia was in the area now known as Iraq
d003.s008.t001	door%1:07:00::	bn:00028249n	door.n.03	door	anything providing a means of access (or escape)
d003.s008.t002	year%1:28:01::	bn:00078738n	year.n.01	year, twelvemonth, yr	a period of time containing 365 (or 366) days
d003.s008.t003	war%1:04:00::	bn:00080439n	war.n.01	war, warfare	the waging of armed conflict against an enemy
d003.s008.t004	u.s.%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d003.s008.t005	company%1:14:01::	bn:00021286n	company.n.01	company	an institution created to conduct business
d003.s008.t006	way%1:04:00::	bn:00061005n	way.n.05	way, path, way_of_life	a course of conduct
d003.s008.t007	editor%1:18:00::	bn:00029774n	editor.n.01	editor, editor_in_chief	a person responsible for the editorial aspects of publication; the person who determines the final content of a text (especially of a newspaper or magazine)
d003.s008.t008	news%1:10:01::	bn:00057546n	news.n.02	news	information reported in a newspaper or news magazine
d003.s008.t009	outlet%1:06:01::	bn:00054409n	mercantile_establishment.n.01	mercantile_establishment, retail_store, sales_outlet, outlet	a place of business for retailing goods
d003.s009.t000	long_time%1:28:00::	bn:00001939n	long_time.n.01	long_time, age, years	a prolonged period of time
d003.s009.t001	offer%1:10:00::	bn:00058679n	offer.n.02	offer, offering	something offered (as a proposal or bid)
d003.s009.t002	iraq%1:15:00::	bn:00002362n	iraq.n.01	Iraq, Republic_of_Iraq, Al-Iraq, Irak	a republic in the Middle East in western Asia; the ancient civilization of Mesopotamia was in the area now known as Iraq
d003.s010.t000	concern%1:09:00::	bn:00021556n	concern.n.01	concern	something that interests you because it is important or affects you
d003.s010.t001	security%1:04:00::	bn:00070225n	security.n.09	security, security_measures	measures taken as a precaution against theft or espionage or sabotage etc.
d003.s010.t001	security%1:26:00::	bn:00070219n	security.n.01	security	the state of being free from danger or injury
d003.s010.t002	bombing%1:04:01::	bn:00011946n	bombing.n.02	bombing	the use of bombs for sabotage; a tactic frequently used by terrorists
d003.s010.t003	tuesday%1:28:00::	bn:00078546n	tuesday.n.01	Tuesday, Tues	the third day of the week; the second working day
d003.s010.t004	instability%1:07:00::	bn:00046933n	instability.n.04	instability, unstableness	the quality or attribute of being unstable and irresolute
d003.s010.t005	u.s.%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d003.s010.t006	military%1:14:00::	bn:00005732n	military.n.01	military, armed_forces, armed_services, military_machine, war_machine	the military forces of a nation
d003.s010.t007	oil_company%1:14:00::	bn:00058745n	oil_company.n.01	oil_company	a company that sells oil
d003.s010.t008	iraq%1:15:00::	bn:00002362n	iraq.n.01	Iraq, Republic_of_Iraq, Al-Iraq, Irak	a republic in the Middle East in western Asia; the ancient civilization of Mesopotamia was in the area now known as Iraq
d003.s010.t009	world%1:17:00::	bn:00029424n	earth.n.01	Earth, earth, world, globe	the 3rd planet from the sun; the planet we live on
d003.s010.t010	reserve%1:21:00::	bn:00007805n	reserve.n.02	reserve, backlog, stockpile	something kept back or saved for future use or a special purpose
d003.s010.t011	analyst%1:18:00::	bn:00003801n	analyst.n.01	analyst	someone who is skilled at analyzing data
d003.s011.t000	u.s.%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d003.s011.t001	firm%1:14:00::	bn:00014160n	firm.n.01	firm, house, business_firm	the members of a business organization that owns or operates one or more establishments
d003.s011.t002	case%1:11:00::	bn:00016401n	case.n.01	case, instance, example	an occurrence of something
d003.s011.t003	disadvantage%1:07:00::	bn:00027415n	disadvantage.n.01	disadvantage	the quality of having an inferior or less favorable position
d003.s011.t004	rival%1:18:00::	bn:00017562n	rival.n.01	rival, challenger, competitor, competition, contender	the contestant you hope to defeat
d003.s011.t005	government%1:14:00::	bn:00007299n	government.n.01	government, authorities, regime	the organization that is the governing authority of a political unit
d003.s011.t006	energy%1:19:01::	bn:00030825n	energy.n.06	energy	any source of usable power
d003.s011.t007	firm%1:14:00::	bn:00014160n	firm.n.01	firm, house, business_firm	the members of a business organization that owns or operates one or more establishments
d003.s011.t008	risk%1:26:00::	bn:00030747n	hazard.n.01	hazard, jeopardy, peril, risk, endangerment	a source of danger; a possibility of incurring loss or misfortune
d003.s011.t009	shareholder%1:18:00::	bn:00070914n	stockholder.n.01	stockholder, shareholder, shareowner	someone who holds shares of stock in a corporation
d003.s012.t000	company%1:14:01::	bn:00021286n	company.n.01	company	an institution created to conduct business
d003.s012.t001	deal%1:10:00::	bn:00008568n	bargain.n.01	bargain, deal	an agreement between parties (usually arrived at after discussion) fixing obligations of each
d003.s012.t002	ministry%1:14:00::	bn:00055180n	ministry.n.03	ministry	a government department under the direction of a minister
d003.s013.t000	u.s.%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d003.s013.t001	firm%1:14:00::	bn:00014160n	firm.n.01	firm, house, business_firm	the members of a business organization that owns or operates one or more establishments
d003.s013.t002	tie%1:11:00::	bn:00028625n	draw.n.03	draw, standoff, tie	the finish of a contest in which the score is tied and the winner is undecided
d003.s013.t003	advice%1:10:00::	bn:00001592n	advice.n.01	advice	a proposal for an appropriate course of action
d003.s013.t004	year%1:28:01::	bn:00078738n	year.n.01	year, twelvemonth, yr	a period of time containing 365 (or 366) days
d003.s014.t000	company%1:14:01::	bn:00021286n	company.n.01	company	an institution created to conduct business
d003.s014.t001	contract%1:10:00::	bn:00022227n	contract.n.01	contract	a binding agreement between two or more persons that is enforceable by law
d003.s014.t002	weekend%1:28:00::	bn:00080816n	weekend.n.01	weekend	a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday
d003.s015.t000	bid%1:10:00::	bn:00010262n	bid.n.03	bid, tender	a formal proposal to buy at a specified price
d003.s015.t001	contract%1:10:00::	bn:00022227n	contract.n.01	contract	a binding agreement between two or more persons that is enforceable by law
d003.s015.t002	company%1:14:01::	bn:00021286n	company.n.01	company	an institution created to conduct business
d003.s015.t003	stake%1:21:02::	bn:00047081n	interest.n.05	interest, stake	(law) a right or legal share of something; a financial involvement with something
d003.s015.t004	contract%1:10:00::	bn:00022227n	contract.n.01	contract	a binding agreement between two or more persons that is enforceable by law
d003.s015.t005	field%1:15:00::	bn:00034265n	field.n.01	field	a piece of land cleared of trees and usually enclosed
d003.s016.t000	china%1:15:00::	bn:00016756n	china.n.01	China, People's_Republic_of_China, mainland_China, Communist_China, Red_China, PRC, Cathay	a communist nation that covers a vast territory in eastern Asia; the most populous country in the world
d003.s016.t001	track%1:17:00::	bn:00023288n	path.n.04	path, track, course	a line or route along which something travels or moves
d003.s016.t002	power%1:14:00::	bn:00041585n	world_power.n.01	world_power, major_power, great_power, power, superpower	a state powerful enough to influence events throughout the world
d003.s016.t003	spokesman%1:18:00::	bn:00073526n	spokesman.n.01	spokesman	a male spokesperson
d003.s017.t000	company%1:14:01::	bn:00021286n	company.n.01	company	an institution created to conduct business
d003.s017.t001	par%1:26:00::	bn:00031285n	equality.n.02	equality, equivalence, equation, par	a state of being essentially equal or equivalent; equally balanced
d003.s017.t002	competitor%1:18:00::	bn:00017562n	rival.n.01	rival, challenger, competitor, competition, contender	the contestant you hope to defeat
d003.s017.t003	commitment%1:04:02::	bn:00021034n	commitment.n.03	commitment	an engagement by contract involving financial obligation
d003.s017.t004	iraq%1:15:00::	bn:00002362n	iraq.n.01	Iraq, Republic_of_Iraq, Al-Iraq, Irak	a republic in the Middle East in western Asia; the ancient civilization of Mesopotamia was in the area now known as Iraq
d003.s018.t000	company%1:14:01::	bn:00021286n	company.n.01	company	an institution created to conduct business
d003.s018.t001	bid%1:10:00::	bn:00010262n	bid.n.03	bid, tender	a formal proposal to buy at a specified price
d003.s018.t002	offer%1:10:00::	bn:00058679n	offer.n.02	offer, offering	something offered (as a proposal or bid)
d003.s018.t003	barrel%1:23:01::	bn:00008694n	barrel.n.05	barrel, bbl	any of various units of capacity
d003.s018.t004	fee%1:21:00::	bn:00033939n	fee.n.01	fee	a fixed charge for a privilege or for professional services
d003.s018.t005	ministry%1:14:00::	bn:00055180n	ministry.n.03	ministry	a government department under the direction of a minister
d003.s018.t006	output%1:04:00::	bn:00059788n	output.n.02	output, yield	production of a certain amount
d003.s018.t007	level%1:07:00::	bn:00025965n	degree.n.01	degree, grade, level	a position on a scale of intensity or amount or quality
d003.s018.t008	field%1:15:00::	bn:00034265n	field.n.01	field	a piece of land cleared of trees and usually enclosed
d004.s000.t000	bank%1:14:00::	bn:00008364n	depository_financial_institution.n.01	depository_financial_institution, bank, banking_concern, banking_company	a financial institution that accepts deposits and channels the money into lending activities
d004.s000.t001	state%1:14:01::	bn:00074010n	state.n.03	state	the group of people comprising the government of a sovereign state
d004.s000.t002	support%1:21:01::	bn:00007799n	support.n.11	support, financial_support, funding, backing, financial_backing	financial resources provided to make some project possible
d004.s001.t000	us%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d004.s001.t001	bank%1:14:00::	bn:00008364n	depository_financial_institution.n.01	depository_financial_institution, bank, banking_concern, banking_company	a financial institution that accepts deposits and channels the money into lending activities
d004.s001.t002	state%1:14:01::	bn:00074010n	state.n.03	state	the group of people comprising the government of a sovereign state
d004.s001.t003	shackle%1:06:00::	bn:00011975n	shackle.n.01	shackle, bond, hamper, trammel	a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner)
d004.s002.t000	wednesday%1:28:00::	bn:00054897n	wednesday.n.01	Wednesday, Midweek, Wed	the fourth day of the week; the third working day
d004.s002.t001	support%1:21:01::	bn:00007799n	support.n.11	support, financial_support, funding, backing, financial_backing	financial resources provided to make some project possible
d004.s002.t002	bank%1:14:00::	bn:00008364n	depository_financial_institution.n.01	depository_financial_institution, bank, banking_concern, banking_company	a financial institution that accepts deposits and channels the money into lending activities
d004.s002.t003	protection%1:21:00::	bn:00064839n	security.n.02	security, protection	defense against financial failure; financial independence
d004.s002.t004	fund%1:21:00::	bn:00036839n	fund.n.01	fund, monetary_fund	a reserve of money set aside for some purpose
d004.s002.t005	amount%1:21:00::	bn:00003601n	sum.n.01	sum, sum_of_money, amount, amount_of_money	a quantity of money
d004.s003.t000	report%1:10:00::	bn:00000739n	report.n.03	report, news_report, story, account, write_up	a short account of the news
d004.s003.t001	us%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d004.s003.t002	broadcaster%1:18:00::	bn:00013240n	broadcaster.n.01	broadcaster	someone who broadcasts on radio or television
d004.s003.t003	state%1:14:00::	bn:00023236n	state.n.04	state, nation, country, land, commonwealth, res_publica, body_politic	a politically organized body of people under a single government
d004.s003.t004	support%1:21:01::	bn:00007799n	support.n.11	support, financial_support, funding, backing, financial_backing	financial resources provided to make some project possible
d004.s004.t000	institution%1:14:00::	bn:00031641n	institution.n.01	institution, establishment	an organization founded and united for a specific purpose
d004.s004.t001	restriction%1:09:00::	bn:00051251n	restriction.n.01	restriction, limitation	a principle that limits the extent of something
d004.s004.t002	acceptance%1:04:00::	bn:00000649n	adoption.n.01	adoption, acceptance, acceptation, espousal	the act of accepting with approval; favorable reception
d004.s004.t003	money%1:21:00::	bn:00055644n	money.n.01	money	the most common medium of exchange; functions as legal tender
d004.s004.t004	limit%1:23:00::	bn:00051250n	limit.n.06	limit, limitation	the greatest amount of something that is possible or allowed
d004.s004.t005	manager%1:18:00::	bn:00027366n	director.n.01	director, manager, managing_director	someone who controls resources and expenditures
d004.s004.t006	bonus%1:21:00::	bn:00012042n	bonus.n.02	bonus, incentive	an additional payment (or other remuneration) to employees as a means of increasing output
d004.s004.t007	charge%1:21:02::	bn:00017791n	charge.n.03	charge	the price charged for some article or service
d004.s005.t000	investor%1:18:00::	bn:00047367n	investor.n.01	investor	someone who commits capital in order to gain financial returns
d004.s005.t001	loan%1:21:00::	bn:00051693n	loan.n.01	loan	the temporary provision of money (usually at interest)
d004.s006.t000	rest%1:24:00::	bn:00008047n	remainder.n.01	remainder, balance, residual, residue, residuum, rest	something left after other parts have been taken away
d004.s006.t001	amount%1:21:00::	bn:00003601n	sum.n.01	sum, sum_of_money, amount, amount_of_money	a quantity of money
d004.s006.t002	kitty%1:21:01::	bn:00047831n	pot.n.06	pot, jackpot, kitty	the cumulative amount involved in a game (such as poker)
d004.s006.t003	sale%1:04:00::	bn:00068915n	sale.n.01	sale	a particular instance of selling
d004.s006.t004	business%1:14:00::	bn:00014136n	business.n.01	business, concern, business_concern, business_organization, business_organisation	a commercial or industrial enterprise and the people who constitute it
d004.s006.t005	unit%1:24:00::	bn:00079107n	unit.n.02	unit	an individual or group or structure or other entity regarded as a structural or functional constituent of a whole
d004.s007.t000	bank%1:14:00::	bn:00008364n	depository_financial_institution.n.01	depository_financial_institution, bank, banking_concern, banking_company	a financial institution that accepts deposits and channels the money into lending activities
d004.s008.t000	bank%1:14:00::	bn:00008364n	depository_financial_institution.n.01	depository_financial_institution, bank, banking_concern, banking_company	a financial institution that accepts deposits and channels the money into lending activities
d004.s008.t001	height%1:26:00::	bn:00000942n	acme.n.01	acme, height, elevation, peak, pinnacle, summit, superlative, meridian, tiptop, top	the highest level or degree attainable; the highest stage of development
d004.s008.t002	crisis%1:26:00::	bn:00023844n	crisis.n.01	crisis	an unstable situation of extreme danger or difficulty
d004.s008.t003	investment%1:04:00::	bn:00047358n	investing.n.01	investing, investment	the act of investing; laying out money or capital in an enterprise with the expectation of profit
d004.s008.t004	bank%1:14:00::	bn:00008364n	depository_financial_institution.n.01	depository_financial_institution, bank, banking_concern, banking_company	a financial institution that accepts deposits and channels the money into lending activities
d004.s009.t000	cash%1:21:00::	bn:00016448n	cash.n.01	cash, hard_cash, hard_currency	money in the form of bills or coins
d004.s009.t001	liability%1:26:01::	bn:00050920n	liability.n.01	liability	the state of being legally obliged and responsible
d004.s009.t002	state%1:14:01::	bn:00074010n	state.n.03	state	the group of people comprising the government of a sovereign state
d004.s010.t000	thursday%1:28:00::	bn:00076744n	thursday.n.01	Thursday, Th	the fifth day of the week; the fourth working day
d004.s010.t001	us%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d004.s010.t002	bank%1:14:00::	bn:00008364n	depository_financial_institution.n.01	depository_financial_institution, bank, banking_concern, banking_company	a financial institution that accepts deposits and channels the money into lending activities
d004.s010.t003	capital%1:21:01::	bn:00015496n	capital.n.01	capital, working_capital	assets available for use in the production of further assets
d004.s010.t004	increase%1:07:00::	bn:00046356n	increase.n.04	increase, increment	the amount by which something increases
d004.s010.t005	reference%1:10:03::	bn:00000939n	citation.n.03	citation, cite, acknowledgment, credit, reference, mention, quotation	a short note recognizing a source of information or of a quoted passage
d004.s010.t006	circle%1:14:00::	bn:00008279n	set.n.05	set, circle, band, lot	an unofficial association of people or groups
d004.s011.t000	spokesman%1:18:00::	bn:00073526n	spokesman.n.01	spokesman	a male spokesperson
d004.s012.t000	support%1:21:01::	bn:00007799n	support.n.11	support, financial_support, funding, backing, financial_backing	financial resources provided to make some project possible
d004.s012.t001	june%1:28:00::	bn:00048592n	june.n.01	June	the month following May and preceding July
d005.s000.t000	appeal%1:04:00::	bn:00005019n	appeal.n.03	appeal	(law) a legal proceeding in which the appellant resorts to a higher court for the purpose of obtaining a review of a lower court decision and a reversal of the lower court's judgment or the granting of a new trial
d005.s001.t000	half_a_dozen%1:23:00::	bn:00000125n	six.n.01	six, 6, VI, sixer, sise, Captain_Hicks, half_a_dozen, sextet, sestet, sextuplet, hexad	the cardinal number that is the sum of five and one
d005.s001.t001	courtroom%1:06:00::	bn:00023302n	court.n.02	court, courtroom	a room in which a lawcourt sits
d005.s001.t002	row%1:14:00::	bn:00068424n	row.n.01	row	an arrangement of objects or people side by side in a line
d005.s002.t000	report%1:10:00::	bn:00000739n	report.n.03	report, news_report, story, account, write_up	a short account of the news
d005.s002.t001	testimony%1:10:00::	bn:00076677n	testimony.n.01	testimony	a solemn statement made under oath
d005.s003.t000	end%1:11:00::	bn:00030720n	end.n.03	end, last, final_stage	the concluding parts of an event or occurrence
d005.s003.t001	defense%1:14:00::	bn:00025872n	defense.n.07	defense, defence, defense_team, defense_lawyers	the defendant and his legal advisors collectively
d005.s003.t002	message%1:10:01::	bn:00054523n	message.n.01	message	a communication (usually brief) that is written or spoken or signaled
d005.s003.t003	trial%1:04:02::	bn:00078198n	trial.n.04	trial	(law) the determination of a person's innocence or guilt by due process of law
d005.s003.t004	rape%1:04:00::	bn:00006469n	rape.n.03	rape, violation, assault, ravishment	the crime of forcing a woman to submit to sexual intercourse against her will
d005.s003.t005	child%1:18:00::	bn:00018345n	child.n.01	child, kid, youngster, minor, shaver, nipper, small_fry, tiddler, tike, tyke, fry, nestling	a young person of either sex
d005.s003.t006	bed%1:06:00::	bn:00009472n	bed.n.01	bed	a piece of furniture that provides a place to sleep
d005.s003.t007	house%1:06:00::	bn:00044994n	house.n.01	house	a dwelling that serves as living quarters for one or more families
d005.s004.t000	thursday%1:28:00::	bn:00076744n	thursday.n.01	Thursday, Th	the fifth day of the week; the fourth working day
d005.s004.t001	trial%1:04:02::	bn:00078198n	trial.n.04	trial	(law) the determination of a person's innocence or guilt by due process of law
d005.s004.t002	member%1:18:00::	bn:00034004n	member.n.01	member, fellow_member	one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)
d005.s004.t003	family%1:14:02::	bn:00032892n	family.n.01	family, household, house, home, menage	a social unit living together
d005.s004.t004	end%1:28:00::	bn:00030719n	end.n.02	end, ending	the point in time at which something ends
d005.s004.t005	judge%1:18:00::	bn:00048488n	judge.n.01	judge, justice, jurist	a public official authorized to decide questions brought before a court of justice
d005.s004.t006	imposition%1:04:02::	bn:00046148n	imposition.n.01	imposition, infliction	the act of imposing something (as a tax or an embargo)
d005.s004.t007	jury%1:14:00::	bn:00048658n	jury.n.01	jury	a body of citizens sworn to give a true verdict according to the evidence presented in a court of law
d005.s005.t000	lawyer%1:18:00::	bn:00007051n	lawyer.n.01	lawyer, attorney	a professional person authorized to practice law; conducts lawsuits or gives legal advice
d005.s005.t001	court%1:14:00::	bn:00023301n	court.n.01	court, tribunal, judicature	an assembly (including one or more judges) to conduct judicial business
d005.s005.t002	filing%1:10:00::	bn:00034444n	filing.n.01	filing	the entering of a legal document into the public record
