sentence_id	text	translation	lemma	translation_token	translation_lemma	alignment
d002.s007	In the United States , retail sales have increased by 1.3 % in November , for the second month in a row , and far more than predicted .	En los Estados Unidos , las ventas al por menor aumentaron un 1,3 % en noviembre , por segundo mes consecutivo , y mucho más de lo previsto .	in the united_states , retail sale have increase by 1.3 % in november , for the second month in a row , and far more than predict .	En los Estados Unidos , las ventas al por menor aumentaron un 1,3 % en noviembre , por segundo mes consecutivo , y mucho más de lo previsto .	en el Estados Unidos , el venta al por menor aumentar uno 1.3 % en noviembre , por segundo mes consecutivo , y mucho más de él previsto .	[(0, 0), (1, 1), (2, 2), (3, 4), (4, 7), (4, 8), (4, 9), (5, 6), (7, 10), (8, 25), (9, 12), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 5), (16, 18), (17, 19), (19, 11), (21, 21), (22, 22), (23, 23), (24, 24), (26, 27), (27, 28)]
d002.s008	Moreover , the confidence of American consumers has clearly bounced back in December , to 73.4 against 67.4 the previous month , according to preliminary estimates from Michigan University 's index .	Por otra parte , la confianza de los consumidores estadounidenses ha rebotado claramente en diciembre , a 73.4 contra 67.4 el mes anterior , de acuerdo con las estimaciones preliminares del índice de la Universidad de Michigan .	moreover , the confidence of american consumer have clearly bounce back in december , to 73.4 against 67.4 the previous month , accord to preliminary estimate from michigan university 's index .	Por otra parte , la confianza de los consumidores estadounidenses ha rebotado claramente en diciembre , a 73.4 contra 67.4 el mes anterior , de acuerdo con las estimaciones preliminares del índice de la Universidad de Michigan .	por otro parte , el confianza de el consumidor estadounidense haber rebotar claramente en diciembre , a 73.4 contra 67.4 el mes anterior , de acuerdo con el estimación preliminar del índice de el Universidad de Michigan .	[(1, 3), (2, 4), (3, 5), (4, 6), (5, 9), (6, 8), (7, 10), (8, 12), (9, 11), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 18), (17, 19), (18, 20), (19, 22), (20, 21), (21, 23), (22, 25), (23, 26), (24, 29), (25, 28), (26, 32), (27, 36), (28, 34), (30, 31), (31, 37)]
d002.s009	The indices have , however , been slowed by a renewed rise of the dollar , to a new two-month high against the Euro , which `` puts downward pressure on the sectors that are sensitive to the economic situation '' , explained Owen Fitzpatrick from Deutsche Bank .	Sin embargo , los índices se han visto frenados por un aumento renovado del dólar , hasta alcanzar un nuevo máximo de dos meses frente al euro , que `` ejerce presión a la baja sobre los sectores sensibles a la situación económica » , explicó Owen Fitzpatrick del Deutsche Bank .	the index have , however , be slow by a renew rise of the dollar , to a new two-month high against the euro , which `` put downward pressure on the sector that be sensitive to the economic situation '' , explain owen fitzpatrick from deutsche bank .	Sin embargo , los índices se han visto frenados por un aumento renovado del dólar , hasta alcanzar un nuevo máximo de dos meses frente al euro , que ` ` ejerce presión a la baja sobre los sectores sensibles a la situación económica » , explicó Owen Fitzpatrick del Deutsche Bank .	sin embargo , el índice él haber ver frenado por uno aumento renovado del dólar , hasta alcanzar uno nuevo máximo de dos mes frente al euro , que ` ` ejercer presión a el baja sobre el sector sensible a el situación económico » , explicar Owen Fitzpatrick del Deutsche Bank .	[(0, 3), (1, 4), (2, 6), (4, 0), (4, 1), (5, 2), (6, 7), (7, 8), (8, 9), (9, 10), (10, 12), (11, 11), (12, 21), (13, 12), (14, 14), (15, 15), (16, 33), (17, 18), (18, 19), (19, 22), (20, 20), (21, 24), (22, 34), (23, 26), (24, 27), (25, 28), (27, 31), (29, 32), (30, 36), (31, 37), (32, 38), (35, 39), (36, 40), (37, 41), (38, 43), (39, 42), (41, 45), (42, 46), (43, 47), (44, 48), (45, 49), (46, 50), (47, 35), (48, 52)]
d002.s010	Technology securities have thereby lost some ground .	De este modo , los valores de la tecnología han perdido algo de terreno .	technology security have thereby lose some ground .	De este modo , los valores de la tecnología han perdido algo de terreno .	de este modo , el valor de el tecnología haber perder algo de terreno .	[(0, 8), (1, 5), (2, 9), (3, 0), (3, 1), (3, 2), (4, 10), (5, 11), (6, 13), (7, 14)]
d002.s011	The bond market has fallen .	El mercado de bonos ha caído .	the bond market have fall .	El mercado de bonos ha caído .	el mercado de bono haber caer .	[(0, 0), (1, 3), (2, 1), (3, 4), (4, 5), (5, 6)]
d002.s012	Treasury 10-year bond yields have grown to 3.540 % against 3.482 % on Tuesday evening , and 30-year bond yields are at 4.497 % against 4.492 % the previous evening .	El rendimiento de los bonos del Tesoro a 10 años ha aumentado hasta el 3,540 % frente al 3,482 % del martes por la noche , y el rendimiento de los bonos a 30 años ha sido del 4,497 % frente al 4,492 % de la noche anterior .	treasury 10-year bond yield have grow to 3.540 % against 3.482 % on tuesday evening , and 30-year bond yield be at 4.497 % against 4.492 % the previous evening .	El rendimiento de los bonos del Tesoro a 10 años ha aumentado hasta el 3,540 % frente al 3,482 % del martes por la noche , y el rendimiento de los bonos a 30 años ha sido del 4,497 % frente al 4,492 % de la noche anterior .	el rendimiento de el bono del Tesoro a 10 año haber aumentar hasta el 3.540 % frente al 3.482 % del martes por el noche , y el rendimiento de el bono a 30 año haber ser del 4.497 % frente al 4.492 % de el noche anterior .	[(0, 0), (1, 8), (2, 4), (3, 1), (4, 10), (5, 11), (6, 7), (7, 14), (8, 15), (9, 16), (10, 18), (11, 19), (12, 22), (13, 21), (14, 24), (15, 25), (16, 26), (17, 33), (18, 31), (19, 28), (20, 36), (21, 32), (22, 38), (23, 39), (24, 40), (25, 42), (26, 43), (27, 45), (28, 47), (29, 46), (30, 48)]
d003.s000	Iraqi Oil Ministry reaches deals with 10 foreign oil companies	El Ministerio del Petróleo del Iraq llega a acuerdos con 10 compañías petroleras extranjeras	iraqi oil ministry reach deal with 10 foreign oil_company	El Ministerio del Petróleo del Iraq llega a acuerdos con 10 compañías petroleras extranjeras	el Ministerio del Petróleo del Iraq llegar a acuerdo con 10 compañía petrolero extranjero	[(0, 0), (1, 3), (2, 1), (3, 6), (4, 8), (5, 9), (6, 10), (7, 13), (8, 11)]
d003.s001	Despite concerns about violence and political instability , the Iraqi government managed to attract major oil companies to rebuild its ailing infrastructure during two auctions that concluded Saturday .	A pesar de la preocupación por la violencia y la inestabilidad política , el gobierno iraquí logró atraer a las principales compañías petroleras para reconstruir su infraestructura enferma durante dos subastas que concluyeron el sábado .	despite concern about violence and political instability , the iraqi government manage to attract major oil_company to rebuild its ailing infrastructure during two auction that conclude saturday .	A pesar de la preocupación por la violencia y la inestabilidad política , el gobierno iraquí logró atraer a las principales compañías petroleras para reconstruir su infraestructura enferma durante dos subastas que concluyeron el sábado .	a pesar de el preocupación por el violencia y el inestabilidad político , el gobierno iraquí lograr atraer a el principal compañía petrolero para reconstruir su infraestructura enfermo durante dos subasta que concluir el sábado .	[(0, 0), (0, 1), (0, 2), (1, 4), (2, 5), (3, 7), (4, 8), (5, 11), (6, 10), (7, 12), (8, 13), (9, 15), (10, 14), (11, 16), (12, 18), (13, 17), (14, 20), (15, 21), (16, 23), (17, 24), (18, 25), (19, 27), (20, 26), (21, 28), (22, 29), (23, 30), (24, 31), (25, 32), (26, 34), (27, 35)]
d003.s002	The 10 deals the Iraqi Oil Ministry reached with foreign oil companies suggest that China , Russia and European oil firms are poised to play a major role in refurbishing Iraq 's oil industry , crippled by decades of war and sanctions .	Los 10 acuerdos alcanzados por el Ministerio del Petróleo iraquí con compañías petroleras extranjeras sugieren que China , Rusia y las empresas petroleras europeas están preparadas para desempeñar un papel importante en la renovación de la industria petrolera iraquí , paralizada por décadas de guerra y sanciones .	the 10 deal the iraqi oil ministry reach with foreign oil_company suggest that china , russia and european oil firm be poise to play a major role in refurbish iraq 's oil_industry , cripple by decade of war and sanction .	Los 10 acuerdos alcanzados por el Ministerio del Petróleo iraquí con compañías petroleras extranjeras sugieren que China , Rusia y las empresas petroleras europeas están preparadas para desempeñar un papel importante en la renovación de la industria petrolera iraquí , paralizada por décadas de guerra y sanciones .	el 10 acuerdo alcanzado por el Ministerio del Petróleo iraquí con compañía petrolero extranjero sugerir que China , Rusia y el empresa petrolero europeo estar preparado para desempeñar uno papel importante en el renovación de el industria petrolero iraquí , paralizado por década de guerra y sanción .	[(0, 0), (1, 1), (2, 2), (3, 5), (4, 9), (5, 8), (6, 6), (7, 3), (8, 10), (9, 13), (10, 11), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 23), (19, 21), (20, 24), (22, 26), (23, 27), (24, 28), (25, 30), (26, 29), (27, 31), (28, 33), (31, 36), (32, 39), (34, 41), (35, 42), (36, 43), (37, 44), (38, 45), (39, 46), (40, 47)]
d003.s003	American companies walked away with stakes in just two of the 10 auctioned fields .	Las compañías americanas se alejaron con estacas en sólo dos de los 10 campos subastados.	american company walk away with stake in just two of the 10 auction field .	Las compañías americanas se alejaron con estacas en sólo dos de los 10 campos subastados .	el compañía americana él alejar con estaca en sólo dos de el 10 campo subastado .	[(0, 2), (1, 1), (2, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (13, 13), (14, 15)]
d003.s004	Seven American companies had paid to participate in the second auction , which began Friday .	Siete compañías americanas habían pagado para participar en la segunda subasta , que comenzó el viernes .	seven american company have pay to participate in the second auction , which begin friday .	Siete compañías americanas habían pagado para participar en la segunda subasta , que comenzó el viernes .	siete compañía americana haber pagar para participar en el segundo subasta , que comenzar el viernes .	[(0, 0), (1, 2), (2, 1), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 15), (15, 16)]
d003.s005	The only one that submitted a bid lost .	El único que presentó una oferta perdida .	the only one that submit a bid lose .	El único que presentó una oferta perdida .	el único que presentar uno oferta perdido .	[(0, 0), (1, 1), (2, 4), (3, 2), (4, 3), (6, 5), (8, 7)]
d003.s006	Two American companies reached deals for fields auctioned in June .	Dos compañías americanas llegaron a acuerdos para campos subastados en junio .	two american company reach deal for field auction in june .	Dos compañías americanas llegaron a acuerdos para campos subastados en junio .	dos compañía americana llegar a acuerdo para campo subastado en junio .	[(0, 0), (1, 2), (2, 1), (3, 3), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]
d003.s007	The meager representation of American oil giants in Iraq 's opening oil industry surprised analysts .	La escasa representación de gigantes petrolíferos estadounidenses en la apertura de la industria petrolera iraquí sorprendió a los analistas.	the meager representation of american oil giant in iraq 's open oil_industry surprise analyst .	La escasa representación de gigantes petrolíferos estadounidenses en la apertura de la industria petrolera iraquí sorprendió a los analistas .	el escaso representación de gigante petrolífero estadounidense en el apertura de el industria petrolero iraquí sorprender a el analista .	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 6), (6, 4), (7, 7), (11, 12), (12, 15), (13, 18), (14, 19)]
d003.s008	Iraq finally opened its doors after six years of war , and instead of U.S. companies , you have Asians and Europeans leading the way , said Ruba Husari , the editor of Iraq Oil Forum , an online news outlet .	Irak finalmente abrió sus puertas después de seis años de guerra, y en lugar de compañías estadounidenses, tienen asiáticos y europeos liderando el camino, dijo Ruba Husari, la editora del Iraq Oil Forum, un medio de noticias en línea.	iraq finally open its door after six year of war , and instead of u.s. company , you have asian and european lead the way , say ruba husarus , the editor of iraq oil forum , a online news outlet .	Irak finalmente abrió sus puertas después de seis años de guerra , y en lugar de compañías estadounidenses , tienen asiáticos y europeos liderando el camino , dijo Ruba Husari , la editora del Iraq Oil Forum , un medio de noticias en línea .	Irak finalmente abrir su puerta después de seis año de guerra , y en lugar de compañía estadounidense , tener asiático y europeo liderar el camino , decir Ruba Husari , el editora del Iraq Oil Forum , uno medio de noticia en línea .	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (13, 15), (14, 17), (15, 16), (16, 18), (18, 19), (19, 20), (20, 21), (21, 22), (22, 23), (23, 24), (24, 25), (25, 26), (26, 27), (27, 28), (28, 29), (29, 30), (30, 31), (31, 32), (32, 40), (33, 34), (34, 35), (35, 36), (36, 37), (37, 38), (38, 42), (38, 43), (39, 41), (40, 39), (41, 44)]
d003.s009	It will be a long time before anything else will be on offer in Iraq .	Pasará mucho tiempo antes de que se ofrezca algo más en Iraq.	it will be a long_time before anything else will be on offer in iraq .	Pasará mucho tiempo antes de que se ofrezca algo más en Iraq .	pasar mucho tiempo antes de que él ofrecer algo más en Iraq .	[(0, 6), (2, 0), (4, 2), (5, 3), (7, 9), (9, 8), (11, 7), (12, 10), (13, 11), (14, 12)]
d003.s010	Concerns over security , underscored by massive coordinated bombings Tuesday , and political instability as the U.S. military withdraws , likely kept American oil companies from venturing more forcefully in Iraq , which has the world 's third-largest proven crude reserves , analysts said .	Preocupaciones por la seguridad , subrayadas por los bombardeos masivos coordinados el martes , y la inestabilidad política a medida que las fuerzas armadas estadounidenses se retiran , probablemente impidió que las compañías petroleras estadounidenses se aventuraran con más fuerza en Irak , que tiene las terceras reservas de crudo más probadas del mundo , dijeron los analistas .	concern over security , underscore by massive coordinate bombing tuesday , and political instability as the u.s. military withdraw , likely keep american oil_company from venture more forcefully in iraq , which have the world 's third-largest proven crude reserve , analyst say .	Preocupaciones por la seguridad , subrayadas por los bombardeos masivos coordinados el martes , y la inestabilidad política a medida que las fuerzas armadas estadounidenses se retiran , probablemente impidió que las compañías petroleras estadounidenses se aventuraran con más fuerza en Irak , que tiene las terceras reservas de crudo más probadas del mundo , dijeron los analistas .	preocupación por el seguridad , subrayada por el bombardeo masivo coordinado el martes , y el inestabilidad político a medida que el fuerza armado estadounidense él retirar , probablemente impedir que el compañía petrolero estadounidense él aventurarar con más fuerza en Irak , que tener el tercero reserva de crudo más probado del mundo , decir el analista .	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (5, 6), (6, 9), (7, 10), (8, 8), (9, 12), (10, 13), (11, 14), (12, 17), (13, 16), (14, 18), (14, 19), (14, 20), (15, 21), (16, 24), (17, 22), (18, 26), (19, 27), (20, 28), (21, 29), (22, 34), (23, 33), (24, 48), (25, 32), (26, 38), (27, 37), (28, 40), (29, 41), (30, 42), (31, 43), (32, 44), (33, 45), (34, 53), (36, 46), (37, 51), (38, 49), (39, 47), (40, 54), (41, 57), (42, 55), (43, 58)]
d003.s011	U.S. firms were in some cases at a disadvantage because rivals , particularly the Chinese and other government controlled energy firms , have markedly lower labor costs and are more prone to take risks because they do n't respond to shareholders .	Las empresas estadounidenses estaban en desventaja en algunos casos porque los rivales , particularmente las empresas de energía controladas por el gobierno chino y otras , tienen costos laborales notablemente más bajos y son más propensos a asumir riesgos porque no responden a los accionistas .	u.s. firm be in some case at a disadvantage because rival , particularly the chinese and other government control energy firm , have markedly lower labor cost and be more prone to take risk because they do n't respond to shareholder .	Las empresas estadounidenses estaban en desventaja en algunos casos porque los rivales , particularmente las empresas de energía controladas por el gobierno chino y otras , tienen costos laborales notablemente más bajos y son más propensos a asumir riesgos porque no responden a los accionistas .	el empresa estadounidense estar en desventaja en alguno caso porque el rival , particularmente el empresa de energía controlado por el gobierno chino y otro , tener costo laboral notablemente más bajo y ser más propenso a asumir riesgo porque no responder a el accionista .	[(0, 0), (1, 1), (2, 3), (3, 6), (4, 7), (5, 8), (6, 16), (7, 4), (8, 5), (9, 9), (10, 11), (11, 12), (12, 13), (13, 14), (14, 22), (15, 23), (16, 24), (17, 21), (18, 18), (19, 17), (20, 15), (21, 25), (22, 26), (23, 29), (24, 31), (25, 28), (26, 27), (27, 32), (28, 33), (29, 34), (30, 35), (31, 36), (32, 37), (33, 38), (34, 39), (37, 40), (38, 41), (39, 42), (40, 44), (41, 45)]
d003.s012	Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .	Exxon-Mobil y Occidental Petroleum Inc. fueron las únicas empresas estadounidenses que llegaron a acuerdos con el ministerio.	exxon-mobil and occidental petroleum inc. be the only american company that reach deal with the ministry .	Exxon-Mobil y Occidental Petroleum Inc . fueron las únicas empresas estadounidenses que llegaron a acuerdos con el ministerio .	Exxon-Mobil y Occidental Petroleum Inc . ser el único empresa estadounidense que llegar a acuerdo con el ministerio .	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 7), (7, 8), (8, 10), (9, 9), (10, 11), (11, 12), (12, 14), (13, 15), (14, 16), (15, 17), (16, 18)]
d003.s013	Major U.S. firms such as Chevron and ConocoPhillips , which have cultivated close ties with the Iraqi Oil Ministry and have provided technical advice in recent years , walked away empty-handed .	Grandes empresas estadounidenses como Chevron y ConocoPhillips, que han cultivado estrechos vínculos con el Ministerio del Petróleo iraquí y han proporcionado asesoramiento técnico en los últimos años, se fueron con las manos vacías.	major u.s. firm such as chevron and conocophillip , which have cultivate close tie with the iraqi oil ministry and have provide technical advice in recent year , walk away empty-handed .	Grandes empresas estadounidenses como Chevron y ConocoPhillips , que han cultivado estrechos vínculos con el Ministerio del Petróleo iraquí y han proporcionado asesoramiento técnico en los últimos años , se fueron con las manos vacías .	grande empresa estadounidense como Chevron y ConocoPhillips , que haber cultivar estrecho vínculo con el Ministerio del Petróleo iraquí y haber proporcionar asesoramiento técnico en el último año , él ser con el mano vacío .	[(0, 0), (1, 2), (2, 1), (4, 3), (5, 4), (6, 5), (7, 6), (8, 7), (9, 8), (10, 9), (11, 10), (12, 11), (13, 12), (14, 13), (15, 14), (16, 18), (17, 17), (18, 15), (19, 19), (20, 20), (21, 21), (22, 23), (23, 22), (24, 24), (25, 26), (26, 27), (27, 28), (28, 30), (30, 34), (31, 35)]
d003.s014	Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .	Las empresas rusas Lukoil y Gazprom fueron las principales partes interesadas en dos de los contratos adjudicados este fin de semana.	russian company lukoil and gazprom be the top stakeholder in two of the contract award this weekend .	Las empresas rusas Lukoil y Gazprom fueron las principales partes interesadas en dos de los contratos adjudicados este fin de semana .	el empresa ruso Lukoil y Gazprom ser el principal parte interesado en dos de el contrato adjudicado este fin de semana .	[(0, 2), (1, 1), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (15, 17), (16, 18), (16, 19), (16, 20), (17, 21)]
d003.s015	State-owned China National Petroleum Corporation bid on more contracts than any other company and walked away with large stakes in contracts for two major fields .	China National Petroleum Corporation , de propiedad estatal , licitó más contratos que cualquier otra empresa y se alejó con grandes participaciones en contratos para dos grandes campos .	state-owned china national petroleum corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	China National Petroleum Corporation , de propiedad estatal , licitó más contratos que cualquier otra empresa y se alejó con grandes participaciones en contratos para dos grandes campos .	China National Petroleum Corporation , de propiedad estatal , licitar más contrato que cualquiera otro empresa y él alejar con grande participación en contrato para dos grande campo .	[(0, 7), (1, 0), (2, 1), (3, 2), (4, 3), (5, 9), (7, 10), (8, 11), (9, 12), (10, 13), (11, 14), (12, 15), (13, 16), (14, 18), (15, 18), (16, 19), (17, 20), (18, 21), (19, 22), (20, 23), (21, 24), (22, 25), (23, 26), (24, 27), (25, 28)]
d003.s016	We all know that China is on track to become a major economic as well as technological power , Oil Ministry spokesman Assam Jihad said .	Todos sabemos que China está en camino de convertirse en una gran potencia económica y tecnológica, dijo el portavoz del Ministerio del Petróleo, Assam Jihad.	we all know that china be on track to become a major economic as well as technological power , oil ministry spokesman assam jihad say .	Todos sabemos que China está en camino de convertirse en una gran potencia económica y tecnológica , dijo el portavoz del Ministerio del Petróleo , Assam Jihad .	todo saber que China estar en camino de convertir_él en uno gran potencia económico y tecnológico , decir el portavoz del Ministerio del Petróleo , Assam Jihad .	[(1, 0), (2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 6), (10, 10), (11, 11), (12, 13), (13, 7), (16, 15), (17, 12), (18, 16), (19, 23), (20, 21), (21, 19), (22, 25), (23, 26), (24, 17), (25, 27)]
d003.s017	We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .	Estamos seguros de que la empresa china estará a la par con sus competidores y cumplirá sus compromisos con Iraq.	we feel confident that the chinese company will be on par with its competitor and will deliver on its commitment towards iraq .	Estamos seguros de que la empresa china estará a la par con sus competidores y cumplirá sus compromisos con Iraq .	estar seguro de que el empresa chino estar a el par con su competidor y cumplir su compromiso con Iraq .	[(2, 1), (3, 3), (4, 4), (5, 6), (6, 5), (8, 7), (9, 8), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (16, 15), (18, 16), (19, 17), (20, 18), (21, 19), (22, 20)]
d003.s018	Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .	Empresas preseleccionadas para presentar ofertas hechas que luego fueron comparadas con la tarifa por barril que el ministerio estaba dispuesto a pagar por impulsar la producción por encima de los niveles actuales en cada campo .	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	Empresas preseleccionadas para presentar ofertas hechas que luego fueron comparadas con la tarifa por barril que el ministerio estaba dispuesto a pagar por impulsar la producción por encima de los niveles actuales en cada campo .	empresa preseleccionado para presentar oferta hecho que luego ser comparar con el tarifa por barril que el ministerio estar dispuesto a pagar por impulsar el producción por encima de el nivel actual en cada campo .	[(0, 0), (1, 1), (2, 2), (3, 3), (5, 5), (6, 4), (7, 6), (8, 8), (9, 7), (10, 9), (11, 10), (12, 11), (13, 13), (14, 14), (15, 12), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 21), (22, 22), (23, 23), (24, 25), (25, 27), (26, 31), (27, 30), (28, 32), (29, 33), (30, 34), (31, 35)]
d004.s000	US banks repay state support	Los bancos estadounidenses reembolsan el apoyo estatal	us bank repay state support	Los bancos estadounidenses reembolsan el apoyo estatal	el banco estadounidense reembolsar el apoyo estatal	[(1, 1), (2, 3), (3, 6), (4, 5)]
d004.s001	The crisis-hit US major banks are breaking free from their state shackles .	Los grandes bancos estadounidenses , golpeados por la crisis , se están liberando de sus grilletes estatales .	the crisis-hit us major bank be break free from they state shackle .	Los grandes bancos estadounidenses , golpeados por la crisis , se están liberando de sus grilletes estatales .	el grande banco estadounidense , golpeado por el crisis , él estar liberar de su grillet estatal .	[(0, 0), (1, 8), (3, 1), (4, 2), (5, 11), (6, 5), (7, 12), (8, 13), (9, 10), (10, 16), (12, 17)]
d004.s002	On Wednesday Bank of America repaid the support from the bank protection fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .	El miércoles , el Banco de América reembolsó el apoyo del fondo de protección bancaria TARP por un importe de 45 000 millones de dólares ( cerca de 30 000 millones de euros ) de una sola vez .	on wednesday bank of america repay the support from the bank protection fund tarp in the amount usd 45 billion ( nearly eur 30 billion ) in one go .	El miércoles , el Banco de América reembolsó el apoyo del fondo de protección bancaria TARP por un importe de 45 000 millones de dólares ( cerca de 30 000 millones de euros ) de una sola vez .	el miércoles , el Banco de América reembolsó el apoyo del fondo de protección bancario TARP por uno importe de 45 000 millón de dólares ( cerca de 30 000 millón de euros ) de uno solo vez .	[(1, 1), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 12), (9, 3), (10, 14), (11, 13), (12, 11), (13, 15), (14, 16), (15, 0), (16, 18), (18, 20), (20, 25), (21, 26), (22, 32), (23, 28), (25, 33), (26, 34), (27, 35), (28, 37), (29, 38)]
d004.s003	And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the state support .	Y , según informes de la emisora estadounidense CNBC , Citigroup también planea reembolsar el apoyo estatal .	and , accord to report from us broadcaster cnbc , citigroup be also plan to repay the state support .	Y , según informes de la emisora estadounidense CNBC , Citigroup también planea reembolsar el apoyo estatal .	y , según informe de el emisora estadounidense CNBC , Citigroup también planear reembolsar el apoyo estatal .	[(0, 0), (1, 1), (3, 2), (4, 3), (5, 4), (7, 6), (8, 8), (9, 9), (10, 10), (12, 11), (13, 12), (15, 13), (16, 14), (17, 16), (18, 15), (19, 17)]
d004.s004	The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high charges .	De este modo , las instituciones quieren liberarse de las restricciones que van de la mano con la aceptación del dinero , como los límites de las primas de gestión y el pago de altos cargos .	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	De este modo , las instituciones quieren liberarse de las restricciones que van de la mano con la aceptación del dinero , como los límites de las primas de gestión y el pago de altos cargos .	de este modo , el institución querer liberar_él de el restricción que ir de el mano con el aceptación del dinero , como el límite de el prima de gestión y el pago de alto cargo .	[(0, 4), (1, 5), (2, 0), (2, 1), (2, 2), (3, 6), (5, 7), (7, 7), (8, 8), (9, 9), (10, 10), (11, 12), (12, 15), (13, 16), (14, 17), (15, 18), (16, 13), (17, 26), (18, 20), (19, 21), (21, 22), (22, 23), (23, 24), (25, 29), (26, 27), (27, 30), (28, 31), (29, 32), (30, 25), (31, 34), (32, 35), (33, 36)]
d004.s005	Bank of America had raised some USD 19 billion from investors through convertible loans .	Bank of America había recaudado unos 19 000 millones de dólares de los EE.UU. de inversores mediante préstamos convertibles .	bank of america have raise some usd 19 billion from investor through convertible loan .	Bank of America había recaudado unos 19 000 millones de dólares de los EE.UU. de inversores mediante préstamos convertibles .	Bank of America haber recaudar uno 19 000 millón de dólares de el EE.UU. de inversor mediante préstamo convertibl .	[(0, 0), (1, 9), (2, 2), (3, 3), (4, 4), (5, 5), (6, 10), (7, 6), (9, 11), (10, 15), (11, 16), (12, 18), (13, 17), (14, 19)]
d004.s006	The rest of the amount was taken from its own kitty , which was well filled through the sale of business units .	El resto de la cantidad fue tomada de su propio gatito , que se llenó bien a través de la venta de unidades de negocio .	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	El resto de la cantidad fue tomada de su propio gatito , que se llenó bien a través de la venta de unidades de negocio .	el resto de el cantidad ser tomar de su propio gatito , que él llenar bien a través de el venta de unidad de negocio .	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 23), (14, 15), (15, 14), (16, 18), (17, 19), (18, 20), (19, 21), (20, 24), (21, 22), (22, 25)]
d004.s007	Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .	El jefe del Banco Kenneth Lewis extendió su agradecimiento expreso al contribuyente estadounidense el miércoles por la noche : La inyección de efectivo ayudó en un momento muy difícil .	bank head kenneth lewi extend he express thanks to the american taxpayer on wednesday evening : the cash injection help over a very difficult time .	El jefe del Banco Kenneth Lewis extendió su agradecimiento expreso al contribuyente estadounidense el miércoles por la noche : La inyección de efectivo ayudó en un momento muy difícil .	el jefe del Banco Kenneth Lewis extender su agradecimiento expreso al contribuyente estadounidense el miércoles por el noche : el inyección de efectivo ayudar en uno momento mucho difícil .	[(0, 3), (1, 1), (2, 4), (3, 5), (4, 6), (6, 9), (7, 8), (8, 10), (9, 13), (10, 12), (11, 11), (12, 24), (13, 14), (14, 17), (15, 18), (16, 19), (17, 22), (18, 20), (19, 23), (21, 25), (22, 27), (23, 28), (24, 26), (25, 29)]
d004.s008	The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .	El banco se agotó en el punto álgido de la crisis financiera al hacerse cargo del banco de inversiones Merrill Lynch .	the bank overstretch at the height of the financial crisis by take over the investment bank merrill lynch .	El banco se agotó en el punto álgido de la crisis financiera al hacerse cargo del banco de inversiones Merrill Lynch .	el banco él agotar en el punto álgido de el crisis financiero al hacer_él cargo del banco de inversión Merrill Lynch .	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (6, 8), (7, 9), (8, 11), (9, 10), (10, 12), (11, 13), (14, 18), (15, 16), (16, 19), (17, 20), (18, 21)]
