sentence_id	text	translation	lemma	translation_token	translation_lemma
d003.s009	It will be a long time before anything else will be on offer in Iraq .	在伊拉克,其他事情要等很长一段时间才能提出。	it will be a long_time before anything else will be on offer in iraq .	在 伊拉克 , 其他 事情 要 等 很 长 一 段 时间 才能 提出 。	在 伊拉克 , 其他 事情 要 等 很 长 一 段 时间 才能 提出 。
d003.s010	Concerns over security , underscored by massive coordinated bombings Tuesday , and political instability as the U.S. military withdraws , likely kept American oil companies from venturing more forcefully in Iraq , which has the world 's third-largest proven crude reserves , analysts said .	美国军方撤出后的政治动荡可能使美国石油公司无法在伊拉克更有力地冒险, 在伊拉克拥有世界第三大原油储备, 分析家说,	concern over security , underscore by massive coordinate bombing tuesday , and political instability as the u.s. military withdraw , likely keep american oil_company from venture more forcefully in iraq , which have the world 's third-largest proven crude reserve , analyst say .	美国 军方 撤出 后 的 政治 动荡 可能 使 美国 石油 公司 无法 在 伊拉克 更 有力 地 冒险 , 在 伊拉克 拥有 世界 第三 大 原油 储备 , 分析家 说 ,	美国 军方 撤出 后 的 政治 动荡 可能 使 美国 石油 公司 无法 在 伊拉克 更 有力 地 冒险 , 在 伊拉克 拥有 世界 第三 大 原油 储备 , 分析家 说 ,
d003.s011	U.S. firms were in some cases at a disadvantage because rivals , particularly the Chinese and other government controlled energy firms , have markedly lower labor costs and are more prone to take risks because they do n't respond to shareholders .	美国公司有时处于不利地位, 因为竞争对手, 特别是中国和其他受政府控制的能源公司, 劳动成本明显较低,	u.s. firm be in some case at a disadvantage because rival , particularly the chinese and other government control energy firm , have markedly lower labor cost and be more prone to take risk because they do n't respond to shareholder .	美国 公司 有时 处于 不利 地位 , 因为 竞争 对手 , 特别是 中国 和 其他 受 政府 控制 的 能源 公司 , 劳动 成本 明显 较 低 ,	美国 公司 有时 处于 不利 地位 , 因为 竞争 对手 , 特别是 中国 和 其他 受 政府 控制 的 能源 公司 , 劳动 成本 明显 较 低 ,
d003.s012	Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .	Exon-Mbil和Occidental Petroleum Inc. 是唯一与外交部达成交易的美国公司。	exxon-mobil and occidental petroleum inc. be the only american company that reach deal with the ministry .	Exon-Mbil 和 Occidental Petroleum Inc . 是 唯一 与 外交部 达成 交易 的 美国 公司 。	Exon-Mbil 和 Occidental Petroleum Inc . 是 唯一 与 外交部 达成 交易 的 美国 公司 。
d003.s013	Major U.S. firms such as Chevron and ConocoPhillips , which have cultivated close ties with the Iraqi Oil Ministry and have provided technical advice in recent years , walked away empty-handed .	象Chevron和ConocoPhillips等美国主要公司与伊拉克石油部建立了密切的联系,	major u.s. firm such as chevron and conocophillip , which have cultivate close tie with the iraqi oil ministry and have provide technical advice in recent year , walk away empty-handed .	象 Chevron 和 ConocoPhillips 等 美国 主要 公司 与 伊拉克 石油部 建立 了 密切 的 联系 ,	象 Chevron 和 ConocoPhillips 等 美国 主要 公司 与 伊拉克 石油部 建立 了 密切 的 联系 ,
d003.s014	Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .	俄罗斯Lukoil公司和Gazprom公司是本周末授予的两份合同中最大的利害攸关方。	russian company lukoil and gazprom be the top stakeholder in two of the contract award this weekend .	俄罗斯Lukoil 公司 和 Gazprom 公司 是 本周末 授予 的 两 份 合同 中 最 大 的 利害 攸 关方 。	俄罗斯Lukoil 公司 和 Gazprom 公司 是 本周末 授予 的 两 份 合同 中 最 大 的 利害 攸 关方 。
d003.s015	State-owned China National Petroleum Corporation bid on more contracts than any other company and walked away with large stakes in contracts for two major fields .	中国国有中国国家石油公司的合同比其他任何公司都多,在两个主要领域的合同中大股权一走了之。	state-owned china national petroleum corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	中国 国有 中国 国家 石油 公司 的 合同 比 其他 任何 公司 都 多 , 在 两 个 主要 领域 的 合同 中大 股权 一走了之 。	中国 国有 中国 国家 石油 公司 的 合同 比 其他 任何 公司 都 多 , 在 两 个 主要 领域 的 合同 中大 股权 一走了之 。
d003.s016	We all know that China is on track to become a major economic as well as technological power , Oil Ministry spokesman Assam Jihad said .	石油部发言人Assam Jihad说,我们都知道,中国正在走上成为经济和技术大国的正轨。	we all know that china be on track to become a major economic as well as technological power , oil ministry spokesman assam jihad say .	石油部 发言人 Assam Jihad 说 , 我们 都 知道 , 中国 正在 走上 成为 经济 和 技术 大国 的 正轨 。	石油部 发言人 Assam Jihad 说 , 我们 都 知道 , 中国 正在 走上 成为 经济 和 技术 大国 的 正轨 。
d003.s017	We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .	我们相信,中国公司将与其竞争对手站在一起,并履行其对伊拉克的承诺。	we feel confident that the chinese company will be on par with its competitor and will deliver on its commitment towards iraq .	我们 相信 , 中国 公司 将 与其 竞争 对手 站 在一起 , 并 履行 其 对 伊拉克 的 承诺 。	我们 相信 , 中国 公司 将 与其 竞争 对手 站 在一起 , 并 履行 其 对 伊拉克 的 承诺 。
d003.s018	Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .	预选投标的公司提出报价,然后与该部愿意支付的每桶价格进行比较,以将每个领域的产出提高到高于目前水平的水平。	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	预选 投标 的 公司 提出 报价 , 然后 与 该部 愿意 支付 的 每 桶 价格 进行 比较 , 以 将 每个 领域 的 产出 提高 到 高于 目前 水平 的 水平 。	预选 投标 的 公司 提出 报价 , 然后 与 该部 愿意 支付 的 每 桶 价格 进行 比较 , 以 将 每个 领域 的 产出 提高 到 高于 目前 水平 的 水平 。
d004.s000	US banks repay state support	美国银行偿还国家支助	us bank repay state support	美国 银行 偿还 国家 支助	美国 银行 偿还 国家 支助
d004.s001	The crisis-hit US major banks are breaking free from their state shackles .	受危机打击的美国大银行正在摆脱国家枷锁。	the crisis-hit us major bank be break free from they state shackle .	受 危机 打击 的 美国 大 银行 正在 摆脱 国家 枷锁 。	受 危机 打击 的 美国 大 银行 正在 摆脱 国家 枷锁 。
d004.s002	On Wednesday Bank of America repaid the support from the bank protection fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .	美国银行在星期三偿还了TARP银行保护基金的支持, 金额达450亿美元(近300亿欧元),	on wednesday bank of america repay the support from the bank protection fund tarp in the amount usd 45 billion ( nearly eur 30 billion ) in one go .	美国 银行 在 星期三 偿还 了 TARP 银行 保护 基金 的 支持 , 金额 达 450亿 美元 (近 300亿 欧元 ) ,	美国 银行 在 星期三 偿还 了 TARP 银行 保护 基金 的 支持 , 金额 达 450亿 美元 (近 300亿 欧元 ) ,
d004.s003	And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the state support .	花旗集团也计划偿还国家的支持。	and , accord to report from us broadcaster cnbc , citigroup be also plan to repay the state support .	花旗 集团 也 计划 偿还 国家 的 支持 。	花旗 集团 也 计划 偿还 国家 的 支持 。
d004.s004	The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high charges .	如此一来,各机构就想摆脱与接受资金同步实行的限制,如对经理奖金的限制和支付高额费用的限制。	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	如此一来 , 各 机构 就 想 摆脱 与 接受 资金 同步 实行 的 限制 , 如 对 经理 奖金 的 限制 和 支付 高额 费用 的 限制 。	如此一来 , 各 机构 就 想 摆脱 与 接受 资金 同步 实行 的 限制 , 如 对 经理 奖金 的 限制 和 支付 高额 费用 的 限制 。
d004.s005	Bank of America had raised some USD 19 billion from investors through convertible loans .	美国银行通过可兑换贷款从投资者那里筹集了约190亿美元。	bank of america have raise some usd 19 billion from investor through convertible loan .	美国 银行 通过 可兑换 贷款 从 投资者 那里 筹集 了 约 190亿 美元 。	美国 银行 通过 可兑换 贷款 从 投资者 那里 筹集 了 约 190亿 美元 。
d004.s006	The rest of the amount was taken from its own kitty , which was well filled through the sale of business units .	其余部分取自自己的小猫咪,	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	其余 部分 取自 自己 的 小 猫咪 ,	其余 部分 取自 自己 的 小 猫咪 ,
d004.s007	Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .	银行行长Kenneth Lewis在周三晚上向美国纳税人致谢:现金注射在非常困难的时期有所帮助。	bank head kenneth lewi extend he express thanks to the american taxpayer on wednesday evening : the cash injection help over a very difficult time .	银行 行长 Kenneth Lewis 在 周三 晚上 向 美国 纳税人 致谢 : 现金 注射 在 非常 困难 的 时期 有所 帮助 。	银行 行长 Kenneth Lewis 在 周三 晚上 向 美国 纳税人 致谢 : 现金 注射 在 非常 困难 的 时期 有所 帮助 。
d004.s008	The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .	银行接管了美林投资银行(Merrill Lynch),	the bank overstretch at the height of the financial crisis by take over the investment bank merrill lynch .	银行 接管 了 美林 投资 银行 (Merrill Lynch ) ,	银行 接管 了 美林 投资 银行 (Merrill Lynch ) ,
d004.s009	Citigroup also plans to raise cash on the capital market to free itself from its liabilities with the state .	花旗集团还计划在资本市场上筹集现金,以免除对国家的负债。	citigroup also plan to raise cash on the capital market to free itself from its liability with the state .	花旗 集团 还 计划 在 资本 市场 上 筹集 现金 , 以 免除 对 国家 的 负债 。	花旗 集团 还 计划 在 资本 市场 上 筹集 现金 , 以 免除 对 国家 的 负债 。
d004.s010	Already on Thursday , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .	美国银行早在星期四便宣布资本增长约200亿美元,	already on thursday , the us bank be able to announce a capital increase of some usd 20 billion , report cnbc with reference to circle .	美国 银行 早 在 星期四 便 宣布 资本 增长 约 200亿 美元 ,	美国 银行 早 在 星期四 便 宣布 资本 增长 约 200亿 美元 ,
d004.s011	A Citigroup spokesman declined to comment .	花旗集团发言人拒绝评论。	a citigroup spokesman decline to comment .	花旗 集团 发言人 拒绝 评论 。	花旗 集团 发言人 拒绝 评论 。
d004.s012	Goldman Sachs , JP Morgan Chase and Morgan Stanley had already repaid their support in June .	Goldman Sachs、JP摩根大通和摩根斯坦利六月已经偿还了他们的支持。	goldman sach , jp morgan chase and morgan stanley have already repay they support in june .	Gold man Sachs 、 JP摩根 大通 和 摩根斯坦利 六月 已经 偿还 了 他们 的 支持 。	Gold man Sachs 、 JP摩根 大通 和 摩根斯坦利 六月 已经 偿还 了 他们 的 支持 。
d005.s000	Cheshire Appeal Will Point to Twitter	Cheshire呼吁Will指出推特	cheshire appeal will point to twitter	Cheshire 呼吁 Will 指出 推特	Cheshire 呼吁 Will 指出 推特
d005.s001	There were half a dozen of them typing away in the courtroom rows .	有六打打字 在法庭排。	there be half_a_dozen of they typing away in the courtroom row .	有 六 打 打字 在 法庭 排 。	有 六 打 打字 在 法庭 排 。
d005.s002	Minute by minute , they sent out reports of gruesome testimony via Twitter .	他们通过Twitter发送恐怖证词的报告。	minute by minute , they send out report of gruesome testimony via twitter .	他们 通过 Twitter 发送 恐怖 证词 的 报告 。	他们 通过 Twitter 发送 恐怖 证词 的 报告 。
d005.s003	In the end , the defense says , there were more than 140,000 Twitter messages about the trial that dealt with rape and children tied to their beds in a house that was set ablaze .	最后, 辩方说, 有超过140,000个Twitter讯息,	in the end , the defense say , there be more than 140,000 twitter message about the trial that deal with rape and child tie to they bed in a house that be set ablaze .	最后 , 辩方 说 , 有 超过 140 , 000 个 Twitter 讯息 ,	最后 , 辩方 说 , 有 超过 140 , 000 个 Twitter 讯息 ,
d005.s004	On Thursday , the widely followed trial of Steven J. Hayes , who was convicted of killing three members of a Cheshire , Conn. , family , is set to come to an official end with the judge 's imposition of the death sentence voted for by the jury .	对Steven J. Hayes的审判广受关注, 他因杀害三名Cheshire Conn.	on thursday , the widely follow trial of steven j. haye , who be convict of kill three member of a cheshire , conn. , family , be set to come to a official end with the judge 's imposition of the death sentence vote for by the jury .	对 Steven J . Hayes 的 审判 广受 关注 , 他因 杀害 三 名 Cheshire Conn .	对 Steven J . Hayes 的 审判 广受 关注 , 他因 杀害 三 名 Cheshire Conn .
d005.s005	But lawyers for Mr. Hayes have already made court filings that sketch out appeals arguments that are likely to occupy the courts for years .	但Hayes先生的律师已经向法院提出文件,	but lawyer for mr. haye have already make court filing that sketch out appeal argument that be likely to occupy the court for year .	但 Hayes 先生 的 律师 已经 向 法院 提出 文件 ,	但 Hayes 先生 的 律师 已经 向 法院 提出 文件 ,
d005.s006	One of the most provocative is that the intense reporting on the trial - including mainstream reporters ' extensive use of Twitter - created a `` circus atmosphere '' and such widespread , instant saturation with inflammatory details that the jury was improperly swayed by public passions .	包括主流记者广泛使用Twitter, 造成「马戏团气氛」, 以及如此广泛、即时的煽动性细节,	one of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	包括 主流 记者 广泛 使用 Twitter , 造成 「 马戏团 气氛 」 , 以及 如此 广泛 、 即时 的 煽动性 细节 ,	包括 主流 记者 广泛 使用 Twitter , 造成 「 马戏团 气氛 」 , 以及 如此 广泛 、 即时 的 煽动性 细节 ,
d005.s007	The claim could force appeals judges to grapple with the question of whether new technology requires new courtroom rules .	这项申诉可能迫使上诉法官处理新技术是否需要新的审判室规则的问题。	the claim could force appeal judge to grapple with the question of whether new technology require new courtroom rule .	这项 申诉 可能 迫使 上诉 法官 处理 新 技术 是否 需要 新 的 审判室 规则 的 问题 。	这项 申诉 可能 迫使 上诉 法官 处理 新 技术 是否 需要 新 的 审判室 规则 的 问题 。
d005.s008	`` As I experienced it during this trial , I think there 's a real danger that the inclusion of new technology in the courtroom is affecting an individual 's fair-trial rights , '' said Thomas J. Ullmann , Mr. Hayes 's chief defense lawyer .	”正如我在这次审判期间所经历的, 我认为法庭采用新技术确实有影响个人公平审判权的危险, Hayes先生的首席辩护律师Thomas J. Ullmann说,	`` as I experience it during this trial , I think there ' a real danger that the inclusion of new technology in the courtroom be affect a individual 's fair-trial right , '' say thoma j. ullmann , mr. haye 's chief defense_lawyer .	” 正如 我 在 这次 审判 期间 所 经历 的 , 我 认为 法庭 采用 新 技术 确实 有 影响 个人 公平 审判权 的 危险 , Hayes 先生 的 首席 辩护 律师 Thomas J . Ullmann 说 ,	” 正如 我 在 这次 审判 期间 所 经历 的 , 我 认为 法庭 采用 新 技术 确实 有 影响 个人 公平 审判权 的 危险 , Hayes 先生 的 首席 辩护 律师 Thomas J . Ullmann 说 ,
d005.s009	The trial judge , Jon C. Blue of State Superior Court , tersely rejected the claims in a ruling last week , saying that the news media were `` carefully controlled '' and that there was no evidence the jury was driven by passion .	审判法官Jon C. Blue(州高级法院的Jon C.	the trial_judge , jon c. blue of state superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully controlled '' and that there be no evidence the jury be drive by passion .	审判 法官 Jon C . Blue (州 高级 法院 的 Jon C .	审判 法官 Jon C . Blue (州 高级 法院 的 Jon C .
d005.s010	But that is not likely to be the last word on the issue .	但这不可能是这个问题的最后一句话。	but that be not likely to be the last_word on the issue .	但 这不 可能 是 这个 问题 的 最后 一句话 。	但 这不 可能 是 这个 问题 的 最后 一句话 。
d005.s011	For decades , appeals courts have recognized that coverage of notorious cases can raise questions about a trial 's fairness .	数十年来, 上诉法院都承认, 报导臭名昭著的案件可能会引起对审判公正性的质疑。	for decade , appeals_court have recognize that coverage of notorious case can raise question about a trial 's fairness .	数十 年 来 , 上诉 法院 都 承认 , 报导 臭名昭著 的 案件 可能 会 引起 对 审判 公正性 的 质疑 。	数十 年 来 , 上诉 法院 都 承认 , 报导 臭名昭著 的 案件 可能 会 引起 对 审判 公正性 的 质疑 。
d005.s012	In a landmark 1966 ruling , the United States Supreme Court overturned the conviction of a Cleveland osteopath , Dr. Sam Sheppard , for the murder of his wife , saying in its decision , Sheppard v. Maxwell , that there was a `` carnival atmosphere at trial '' because of the news media .	美国最高法院在1966年一项具有里程碑意义的裁决中推翻了对克利夫兰骨科病者Sam Sheppard博士的定罪, 罪名是谋杀他的妻子,	in a landmark 1966 ruling , the united_states_supreme_court overturn the conviction of a cleveland osteopath , dr. sam sheppard , for the murder of he wife , say in its decision , sheppard v. maxwell , that there be a `` carnival atmosphere at trial '' because of the news_media .	美国 最高 法院 在 1966年 一 项 具有 里程碑 意义 的 裁决 中 推翻 了 对 克利夫兰 骨科病者 Sam Sheppard 博士 的 定罪 , 罪名 是 谋杀 他 的 妻子 ,	美国 最高 法院 在 1966年 一 项 具有 里程碑 意义 的 裁决 中 推翻 了 对 克利夫兰 骨科病者 Sam Sheppard 博士 的 定罪 , 罪名 是 谋杀 他 的 妻子 ,
d005.s013	The crime is believed by some to have been the inspiration for the television show and the movie `` The Fugitive . ''	有些人认为,这一罪行是电视节目和电影《逃犯》的灵感来源。	the crime be believe by some to have be the inspiration for the television_show and the movie `` the fugitive . ''	有些 人 认为 , 这 一 罪行 是 电视 节目 和 电影 《 逃犯 》 的 灵感 来源 。	有些 人 认为 , 这 一 罪行 是 电视 节目 和 电影 《 逃犯 》 的 灵感 来源 。
d005.s014	Some lawyers said appeals courts reviewing Mr. Hayes 's conviction half a century later might be intrigued by the argument that new rules could be necessary to govern ways of communicating from courtrooms unimagined at the time of Dr. Sheppard 's case .	一些律师说,半个世纪后审查Hayes先生定罪的上诉法院可能会被以下论点所吸引:在Sheppard博士的案件发生时,对于从法庭进行沟通的方式,可能有必要制定新的规则。	some lawyer say appeals_court review mr. haye 's conviction half a century later might be intrigue by the argument that new rule could be necessary to govern way of communicate from courtroom unimagine at the time of dr. sheppard 's case .	一些 律师 说 , 半 个 世纪 后 审查 Hayes 先生 定罪 的 上诉 法院 可能 会 被 以下 论点 所 吸引 : 在 Sheppard 博士 的 案件 发生 时 , 对于 从 法庭 进行 沟通 的 方式 , 可能 有 必要 制定 新 的 规则 。	一些 律师 说 , 半 个 世纪 后 审查 Hayes 先生 定罪 的 上诉 法院 可能 会 被 以下 论点 所 吸引 : 在 Sheppard 博士 的 案件 发生 时 , 对于 从 法庭 进行 沟通 的 方式 , 可能 有 必要 制定 新 的 规则 。
d005.s015	`` There is a general reason for concern about the impact of the new media '' in high-profile trials , said John J. Donohue III , a Stanford Law School professor who studied the Connecticut death penalty and wrote a report that said it was arbitrarily enforced .	斯坦福法学院教授John J. Donohue III(John J.	`` there be a general reason for concern about the impact of the new media '' in high-profile trial , say john j. donohue iii , a stanford law school professor who study the connecticut death_penalty and write a report that say it be arbitrarily enforce .	斯坦福 法学院 教授 John J . Donohue II I(John J .	斯坦福 法学院 教授 John J . Donohue II I(John J .
d005.s016	Professor Donohue said some appeals judges might be intrigued by the idea that limiting instant communication from courtrooms might make trials fairer .	多诺休教授说,一些上诉法官可能会对限制审判室的即时通讯可能使审判更加公平的想法感到好奇。	professor donohue say some appeal judge might be intrigue by the idea that limit instant communication from courtroom might make trial fairer .	多 诺休 教授 说 , 一些 上诉 法官 可能 会 对 限制 审判室 的 即时 通讯 可能 使 审判 更加 公平 的 想法 感到 好奇 。	多 诺休 教授 说 , 一些 上诉 法官 可能 会 对 限制 审判室 的 即时 通讯 可能 使 审判 更加 公平 的 想法 感到 好奇 。
d005.s017	The Twitter issue is just one of many outlined by Mr. Hayes 's lawyers that are likely to be argued for years , delaying an execution .	推特问题只是Hayes先生的律师描述的许多问题之一,	the twitter issue be just one of many outline by mr. haye 's lawyer that be likely to be argue for year , delay a execution .	推特 问题 只是 Hayes 先生 的 律师 描述 的 许多 问题 之一 ,	推特 问题 只是 Hayes 先生 的 律师 描述 的 许多 问题 之一 ,
d005.s018	The defense lawyers also claim , for example , that Mr. Hayes may have been prejudiced when Judge Blue declined to allow them to test potential jurors ' reactions by showing them grisly crime-scene photographs during jury selection .	被告律师还声称,例如,Hayes先生可能受到了偏见,因为Blue法官拒绝允许他们测试潜在陪审员的反应,在陪审团挑选期间给他们展示可怕的犯罪现场照片。	the defense_lawyer also claim , for example , that mr. haye may have be prejudice when judge blue decline to allow they to test potential juror ' reaction by show they grisly crime-scene photograph during jury selection .	被告 律师 还 声称 , 例如 , Hayes 先生 可能 受到 了 偏见 , 因为 Blue 法官 拒绝 允许 他们 测试 潜在 陪审员 的 反应 , 在 陪审团 挑选 期间 给 他们 展示 可怕 的 犯罪 现场 照片 。	被告 律师 还 声称 , 例如 , Hayes 先生 可能 受到 了 偏见 , 因为 Blue 法官 拒绝 允许 他们 测试 潜在 陪审员 的 反应 , 在 陪审团 挑选 期间 给 他们 展示 可怕 的 犯罪 现场 照片 。
d005.s019	Some of the jurors have said they were horrified by the photographs of the victims , Jennifer Hawke-Petit , 48 , and her daughters , Hayley , 17 , and Michaela , 11 .	有些陪审员说,受害者Jennifer Hawke-Petit(48岁)和她的女儿Hayley(17岁)和Michaela(11岁)的照片令他们震惊。	some of the juror have say they be horrify by the photograph of the victim , jennifer hawke-petit , 48 , and she daughter , hayley , 17 , and michaelum , 11 .	有些 陪审员 说 , 受害者 Jennifer Hawke - Petit( 48 岁 ) 和 她 的 女儿 Hayley ( 17 岁 ) 和 Michaela( 11 岁 ) 的 照片 令 他们 震惊 。	有些 陪审员 说 , 受害者 Jennifer Hawke - Petit( 48 岁 ) 和 她 的 女儿 Hayley ( 17 岁 ) 和 Michaela( 11 岁 ) 的 照片 令 他们 震惊 。
d005.s020	The defense lawyers say they will also challenge the constitutionality of the death penalty and argue that the judge wrongly removed a juror who had been critical of prosecutors and that he improperly added pressure for a verdict by his unusual decision to direct the jury to deliberate over a weekend .	辩护律师说,他们也将质疑死刑的合宪性,并辩称,法官错误地撤销了曾批评检察官的一名陪审员,而且由于他不寻常地决定指示陪审团在周末进行评议,他不适当地增加了判决的压力。	the defense_lawyer say they will also challenge the constitutionality of the death_penalty and argue that the judge wrongly remove a juror who have be critical of prosecutor and that he improperly add pressure for a verdict by he unusual decision to direct the jury to deliberate over a weekend .	辩护 律师 说 , 他们 也 将 质疑 死刑 的 合宪性 , 并 辩称 , 法官 错误 地 撤销 了 曾 批评 检察官 的 一 名 陪审员 , 而且 由于 他 不 寻常 地 决定 指示 陪审团 在 周末 进行 评议 , 他 不 适当 地 增加 了 判决 的 压力 。	辩护 律师 说 , 他们 也 将 质疑 死刑 的 合宪性 , 并 辩称 , 法官 错误 地 撤销 了 曾 批评 检察官 的 一 名 陪审员 , 而且 由于 他 不 寻常 地 决定 指示 陪审团 在 周末 进行 评议 , 他 不 适当 地 增加 了 判决 的 压力 。
d005.s021	The jurors were not sequestered .	陪审员没有被隔离	the juror be not sequester .	陪审员 没有 被 隔离	陪审员 没有 被 隔离
d005.s022	But their arguments about the effect of the intense coverage of the trial may draw the most interest .	但他们关于密集报道审判的影响的论调可能最受关注。	but they argument about the effect of the intense coverage of the trial may draw the most interest .	但 他们 关于 密集 报道 审判 的 影响 的 论调 可能 最 受 关注 。	但 他们 关于 密集 报道 审判 的 影响 的 论调 可能 最 受 关注 。
d005.s023	They noted in a challenge to the verdict filed last month that the case dominated the news in Connecticut and was discussed during the election campaign by candidates for governor and the United States Senate .	在对上个月提交的判决提出质疑时, 他们指出, 康涅狄格州新闻主导该案件, 并在竞选期间由州长候选人和美国参议院候选人讨论。	they note in a challenge to the verdict file last month that the case dominate the news in connecticut and be discuss during the election campaign by candidate for governor and the united_states_senate .	在 对 上个月 提交 的 判决 提出 质疑 时 , 他们 指出 , 康涅狄格州 新闻 主导 该 案件 , 并 在 竞选 期间 由 州长 候选人 和 美国 参议院 候选人 讨论 。	在 对 上个月 提交 的 判决 提出 质疑 时 , 他们 指出 , 康涅狄格州 新闻 主导 该 案件 , 并 在 竞选 期间 由 州长 候选人 和 美国 参议院 候选人 讨论 。
d005.s024	They argued that the news media continually fanned the flames of emotion about the case .	他们认为, 新闻媒体不断煽动对此案的情绪火焰。	they argue that the news_media continually fan the flame of emotion about the case .	他们 认为 , 新闻 媒体 不断 煽动 对此 案 的 情绪 火焰 。	他们 认为 , 新闻 媒体 不断 煽动 对此 案 的 情绪 火焰 。
d005.s025	`` The daily crush of media tweets , cameras and reporters outside the courthouse , '' the lawyers wrote , `` was unlike anything ever seen here in New Haven and maybe statewide . ''	“每天都在法院外粉碎媒体推文、摄像头和记者, 律师写道, “与在纽黑文,	`` the daily crush of media tweet , camera and reporter outside the courthouse , '' the lawyer write , `` be unlike anything ever see here in new_haven and maybe statewide . ''	“ 每天 都 在 法院 外 粉碎 媒体 推文 、 摄像头 和 记者 , 律师 写道 , “ 与 在 纽黑文 ,	“ 每天 都 在 法院 外 粉碎 媒体 推文 、 摄像头 和 记者 , 律师 写道 , “ 与 在 纽黑文 ,
d005.s026	Their focus on the Twitter coverage is controversial .	他们对推特报导的焦点颇具争议。	they focus on the twitter coverage be controversial .	他们 对 推特 报导 的 焦点 颇 具 争议 。	他们 对 推特 报导 的 焦点 颇 具 争议 。
d005.s027	In interviews , some journalists said the claim that instant news was more incendiary than reports delivered more slowly was a Luddite view that would make poor court policy governing coverage of future trials .	在访谈中, 一些记者说, 即时新闻比报导慢, 更具有煽动性, Luddite认为,	in interview , some journalist say the claim that instant news be more incendiary than report deliver more slowly be a luddite view that would make poor court policy govern coverage of future trial .	在 访谈 中 , 一些 记者 说 , 即时 新闻 比 报导 慢 , 更 具有 煽动性 , Luddite 认为 ,	在 访谈 中 , 一些 记者 说 , 即时 新闻 比 报导 慢 , 更 具有 煽动性 , Luddite 认为 ,
d005.s028	But some lawyers said appeals courts were often attracted to arguments that social and technological changes required adaptation by the courts .	但有些律师说,上诉法院常常被引以为据的论点,即社会和技术变革需要法院加以调整。	but some lawyer say appeals_court be often attract to argument that social and technological change require adaptation by the court .	但 有些 律师 说 , 上诉 法院 常常 被 引以为据 的 论点 , 即 社会 和 技术 变革 需要 法院 加以 调整 。	但 有些 律师 说 , 上诉 法院 常常 被 引以为据 的 论点 , 即 社会 和 技术 变革 需要 法院 加以 调整 。
d005.s029	Mr. Hayes 's lawyers are pressing that claim .	Hayes先生的律师们要求提出这一申诉。	mr. haye 's lawyer be press that claim .	Hayes 先生 的 律师们 要求 提出 这 一 申诉 。	Hayes 先生 的 律师们 要求 提出 这 一 申诉 。
d005.s030	In their filing , they referred to the Supreme Court 's 1966 decision overturning Dr. Sheppard 's conviction because of the trial coverage and made it clear they would claim that the new media required new rules .	他们提到最高法院1966年推翻对Sheppard博士的定罪的裁决,	in they filing , they refer to the supreme_court 's 1966 decision overturn dr. sheppard 's conviction because of the trial coverage and make it clear they would claim that the new media require new rule .	他们 提到 最高 法院 1966年 推翻 对 Sheppard 博士 的 定罪 的 裁决 ,	他们 提到 最高 法院 1966年 推翻 对 Sheppard 博士 的 定罪 的 裁决 ,
d005.s031	`` This case , '' they wrote , `` represents the Sheppard v. Maxwell of the 21st century . ''	“这个案例, ”他们写道, “代表21世纪的谢帕德诉马克斯韦尔案”。	`` this case , '' they write , `` represent the sheppard v. maxwell of the 21st century . ''	“ 这个 案例 , ” 他们 写道 , “ 代表 21世纪 的 谢帕 德诉 马克斯韦尔案 ” 。	“ 这个 案例 , ” 他们 写道 , “ 代表 21世纪 的 谢帕 德诉 马克斯韦尔案 ” 。
d006.s000	Sport and fraud law	体育和欺诈法	sport and fraud law	体育 和 欺诈法	体育 和 欺诈法
d006.s001	Tricks such as those of Alonso and Ramos before the Ajax demonstrate wittiness but not the will to get remove of a sanction .	诸如阿隆索和拉莫斯在阿贾克斯之前的诡计,	trick such as those of alonso and ramo before the ajax demonstrate wittiness but not the will to get remove of a sanction .	诸如 阿隆索 和 拉莫斯 在 阿贾克斯 之前 的 诡计 ,	诸如 阿隆索 和 拉莫斯 在 阿贾克斯 之前 的 诡计 ,
