sentence_id	text	translation	lemma	translation_token	translation_lemma	alignment
d002.s012	Treasury 10-year bond yields have grown to 3.540 % against 3.482 % on Tuesday evening , and 30-year bond yields are at 4.497 % against 4.492 % the previous evening .	美国国债10年期债券收益率已升至3.540% ，而周二晚上为3.482% ， 30年期债券收益率为4.497% ，而前一天晚上为4.492%。	treasury 10-year bond yield have grow to 3.540 % against 3.482 % on tuesday evening , and 30-year bond yield be at 4.497 % against 4.492 % the previous evening .	美国 国债 10 年期 债券 收益率 已 升 至 3 . 540 % ， 而 周二 晚上 为 3 . 482 % ， 30 年期 债券 收益率 为 4. 497 % ， 而 前一天 晚上 为 4. 492% 。	美国 国债 10 年期 债券 收益率 已 升 至 3 . 540 % ， 而 周二 晚上 为 3 . 482 % ， 30 年期 债券 收益率 为 4. 497 % ， 而 前一天 晚上 为 4. 492% 。	[(0, 0), (1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 11), (8, 12), (10, 9), (13, 15), (14, 16), (16, 14), (17, 23), (18, 25), (19, 26), (21, 17), (22, 28), (23, 21), (25, 36), (26, 30), (27, 33), (29, 34), (30, 38)]
d003.s000	Iraqi Oil Ministry reaches deals with 10 foreign oil companies	伊拉克石油部与10家外国石油公司达成协议	iraqi oil ministry reach deal with 10 foreign oil_company	伊拉克 石油部 与 10 家 外国 石油 公司 达成 协议	伊拉克 石油部 与 10 家 外国 石油 公司 达成 协议	[(1, 6), (2, 1), (3, 8), (4, 9), (6, 3), (7, 5), (8, 7)]
d003.s001	Despite concerns about violence and political instability , the Iraqi government managed to attract major oil companies to rebuild its ailing infrastructure during two auctions that concluded Saturday .	尽管担心暴力和政治不稳定，但伊拉克政府在周六结束的两次拍卖中设法吸引大型石油公司重建其陷入困境的基础设施。	despite concern about violence and political instability , the iraqi government manage to attract major oil_company to rebuild its ailing infrastructure during two auction that conclude saturday .	尽管 担心 暴力 和 政治 不 稳定 ， 但 伊拉克 政府 在 周六 结束 的 两 次 拍卖 中 设法 吸引 大型 石油 公司 重建 其 陷入 困境 的 基础 设施 。	尽管 担心 暴力 和 政治 不 稳定 ， 但 伊拉克 政府 在 周六 结束 的 两 次 拍卖 中 设法 吸引 大型 石油 公司 重建 其 陷入 困境 的 基础 设施 。	[(0, 0), (1, 1), (3, 2), (4, 3), (5, 4), (6, 6), (8, 16), (10, 10), (12, 19), (13, 20), (14, 21), (15, 22), (17, 24), (18, 25), (20, 30), (21, 11), (22, 15), (23, 17), (25, 13), (26, 12), (27, 31)]
d003.s002	The 10 deals the Iraqi Oil Ministry reached with foreign oil companies suggest that China , Russia and European oil firms are poised to play a major role in refurbishing Iraq 's oil industry , crippled by decades of war and sanctions .	伊拉克石油部与外国石油公司达成的10项协议表明，中国、俄罗斯和欧洲石油公司准备在修复伊拉克石油工业方面发挥重要作用，伊拉克石油工业因数十年的战争和制裁而陷入瘫痪。	the 10 deal the iraqi oil ministry reach with foreign oil_company suggest that china , russia and european oil firm be poise to play a major role in refurbish iraq 's oil_industry , cripple by decade of war and sanction .	伊拉克 石油部 与 外国 石油 公司 达成 的 10 项 协议 表明 ， 中国 、 俄罗斯 和 欧洲 石油 公司 准备 在 修复 伊拉克 石油 工业 方面 发挥 重要 作用 ， 伊拉克 石油 工业 因 数十 年 的 战争 和 制裁 而 陷入 瘫痪 。	伊拉克 石油部 与 外国 石油 公司 达成 的 10 项 协议 表明 ， 中国 、 俄罗斯 和 欧洲 石油 公司 准备 在 修复 伊拉克 石油 工业 方面 发挥 重要 作用 ， 伊拉克 石油 工业 因 数十 年 的 战争 和 制裁 而 陷入 瘫痪 。	[(1, 8), (2, 10), (5, 4), (6, 1), (7, 6), (9, 3), (10, 5), (11, 11), (13, 13), (14, 14), (15, 15), (16, 16), (18, 18), (19, 19), (21, 20), (22, 22), (23, 27), (24, 7), (25, 28), (26, 29), (27, 21), (28, 43), (29, 23), (31, 33), (36, 37), (37, 38), (38, 39), (39, 40), (40, 44)]
d003.s003	American companies walked away with stakes in just two of the 10 auctioned fields .	在拍卖的10个油田中，美国公司只持有其中两个油田的股份。	american company walk away with stake in just two of the 10 auction field .	在 拍卖 的 10 个 油田 中 ， 美国 公司 只 持有 其中 两 个 油田 的 股份 。	在 拍卖 的 10 个 油田 中 ， 美国 公司 只 持有 其中 两 个 油田 的 股份 。	[(0, 8), (1, 9), (5, 17), (6, 6), (7, 10), (8, 13), (9, 16), (11, 3), (12, 1), (13, 5), (14, 18)]
d003.s004	Seven American companies had paid to participate in the second auction , which began Friday .	七家美国公司付费参加了周五开始的第二次拍卖。	seven american company have pay to participate in the second auction , which begin friday .	七 家 美国 公司 付费 参加 了 周五 开始 的 第二 次 拍卖 。	七 家 美国 公司 付费 参加 了 周五 开始 的 第二 次 拍卖 。	[(0, 0), (2, 3), (5, 4), (6, 5), (7, 6), (8, 11), (9, 10), (10, 12), (13, 8), (14, 7), (15, 13)]
d003.s005	The only one that submitted a bid lost .	唯一一个提交出价的人输了。	the only one that submit a bid lose .	唯一 一个 提交 出价 的 人 输 了 。	唯一 一个 提交 出价 的 人 输 了 。	[(1, 0), (2, 1), (4, 2), (5, 4), (6, 3), (7, 6), (8, 8)]
d003.s006	Two American companies reached deals for fields auctioned in June .	两家美国公司达成了6月份拍卖油田的交易。	two american company reach deal for field auction in june .	两 家 美国 公司 达成 了 6月份 拍卖 油田 的 交易 。	两 家 美国 公司 达成 了 6月份 拍卖 油田 的 交易 。	[(0, 0), (2, 3), (3, 4), (4, 10), (7, 7), (8, 5), (9, 6), (10, 11)]
d003.s007	The meager representation of American oil giants in Iraq 's opening oil industry surprised analysts .	美国石油巨头在伊拉克开放的石油工业中微不足道的代表性令分析师感到惊讶。	the meager representation of american oil giant in iraq 's open oil_industry surprise analyst .	美国 石油 巨头 在 伊拉克 开放 的 石油 工业 中 微不足道 的 代表 性令 分析师 感到 惊讶 。	美国 石油 巨头 在 伊拉克 开放 的 石油 工业 中 微不足道 的 代表 性令 分析师 感到 惊讶 。	[(1, 10), (2, 12), (3, 11), (5, 1), (6, 2), (7, 9), (8, 4), (9, 6), (10, 5), (11, 8), (13, 14), (14, 17)]
d003.s008	Iraq finally opened its doors after six years of war , and instead of U.S. companies , you have Asians and Europeans leading the way , said Ruba Husari , the editor of Iraq Oil Forum , an online news outlet .	伊拉克石油论坛（ Iraq Oil Forum ）编辑鲁巴·胡萨里（ Ruba Husari ）说，伊拉克在六年的战争后终于敞开了大门，而不是美国公司，而是亚洲人和欧洲人带头。	iraq finally open its door after six year of war , and instead of u.s. company , you have asian and european lead the way , say ruba husarus , the editor of iraq oil forum , a online news outlet .	伊拉克 石油 论坛 （ Iraq Oil Forum ） 编辑 鲁巴·胡萨里 （ Ruba Husari ） 说 ， 伊拉克 在 六 年 的 战争 后 终于 敞开 了 大门 ， 而 不是 美国 公司 ， 而是 亚洲人 和 欧洲人 带头 。	伊拉克 石油 论坛 （ Iraq Oil Forum ） 编辑 鲁巴·胡萨里 （ Ruba Husari ） 说 ， 伊拉克 在 六 年 的 战争 后 终于 敞开 了 大门 ， 而 不是 美国 公司 ， 而是 亚洲人 和 欧洲人 带头 。	[(0, 0), (1, 23), (2, 24), (4, 26), (5, 22), (6, 18), (7, 19), (8, 20), (9, 21), (11, 28), (13, 29), (15, 31), (20, 35), (21, 36), (22, 37), (26, 14), (27, 11), (28, 12), (31, 8), (33, 16), (34, 1), (35, 2), (36, 38), (39, 30), (41, 38)]
d003.s009	It will be a long time before anything else will be on offer in Iraq .	在伊拉克，还需要很长一段时间才能提供任何其他服务。	it will be a long_time before anything else will be on offer in iraq .	在 伊拉克 ， 还 需要 很 长 一 段 时间 才能 提供 任何 其他 服务 。	在 伊拉克 ， 还 需要 很 长 一 段 时间 才能 提供 任何 其他 服务 。	[(3, 7), (4, 9), (5, 10), (6, 12), (7, 13), (11, 11), (12, 3), (13, 1), (14, 15)]
d003.s010	Concerns over security , underscored by massive coordinated bombings Tuesday , and political instability as the U.S. military withdraws , likely kept American oil companies from venturing more forcefully in Iraq , which has the world 's third-largest proven crude reserves , analysts said .	分析师表示，周二的大规模协调轰炸以及美国军方撤军带来的政治不稳定突显了对安全的担忧，这可能阻止美国石油公司在伊拉克进行更有力的冒险，伊拉克拥有世界第三大探明原油储量。	concern over security , underscore by massive coordinate bombing tuesday , and political instability as the u.s. military withdraw , likely keep american oil_company from venture more forcefully in iraq , which have the world 's third-largest proven crude reserve , analyst say .	分析师 表示 ， 周二 的 大规模 协调 轰炸 以及 美国 军方 撤军 带来 的 政治 不 稳定 突显 了 对 安全 的 担忧 ， 这 可能 阻止 美国 石油 公司 在 伊拉克 进行 更 有力 的 冒险 ， 伊拉克 拥有 世界 第三 大 探明 原油 储量 。	分析师 表示 ， 周二 的 大规模 协调 轰炸 以及 美国 军方 撤军 带来 的 政治 不 稳定 突显 了 对 安全 的 担忧 ， 这 可能 阻止 美国 石油 公司 在 伊拉克 进行 更 有力 的 冒险 ， 伊拉克 拥有 世界 第三 大 探明 原油 储量 。	[(0, 22), (1, 19), (2, 20), (6, 5), (7, 6), (8, 7), (9, 3), (11, 8), (12, 14), (13, 16), (15, 24), (16, 9), (17, 10), (18, 11), (20, 25), (21, 26), (22, 27), (23, 28), (26, 33), (28, 18), (29, 31), (32, 39), (34, 40), (36, 41), (37, 43), (38, 44), (39, 45), (40, 46), (41, 0), (42, 1), (43, 46)]
d003.s011	U.S. firms were in some cases at a disadvantage because rivals , particularly the Chinese and other government controlled energy firms , have markedly lower labor costs and are more prone to take risks because they do n't respond to shareholders .	美国公司在某些情况下处于劣势，因为竞争对手，特别是中国和其他政府控制的能源公司，劳动力成本显着降低，并且由于不回应股东而更容易承担风险。	u.s. firm be in some case at a disadvantage because rival , particularly the chinese and other government control energy firm , have markedly lower labor cost and be more prone to take risk because they do n't respond to shareholder .	美国 公司 在 某些 情况 下 处于 劣势 ， 因为 竞争 对手 ， 特别是 中国 和 其他 政府 控制 的 能源 公司 ， 劳动力 成本 显着 降低 ， 并且 由于 不 回应 股东 而 更 容易 承担 风险 。	美国 公司 在 某些 情况 下 处于 劣势 ， 因为 竞争 对手 ， 特别是 中国 和 其他 政府 控制 的 能源 公司 ， 劳动力 成本 显着 降低 ， 并且 由于 不 回应 股东 而 更 容易 承担 风险 。	[(0, 0), (1, 1), (3, 2), (4, 3), (5, 4), (6, 6), (7, 19), (8, 7), (9, 9), (10, 11), (12, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 20), (20, 21), (23, 25), (24, 5), (25, 23), (26, 24), (27, 28), (29, 34), (30, 35), (31, 31), (33, 37), (34, 29), (37, 30), (39, 36), (40, 32), (41, 38)]
d003.s012	Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .	埃克森美孚和西方石油公司是唯一与该部达成协议的美国公司。	exxon-mobil and occidental petroleum inc. be the only american company that reach deal with the ministry .	埃克森 美孚 和 西方 石油 公司 是 唯一 与 该部 达成 协议 的 美国 公司 。	埃克森 美孚 和 西方 石油 公司 是 唯一 与 该部 达成 协议 的 美国 公司 。	[(0, 0), (1, 2), (3, 4), (6, 3), (7, 7), (8, 13), (9, 14), (11, 10), (12, 11), (13, 8), (14, 9), (15, 9), (16, 15)]
d003.s013	Major U.S. firms such as Chevron and ConocoPhillips , which have cultivated close ties with the Iraqi Oil Ministry and have provided technical advice in recent years , walked away empty-handed .	近年来，雪佛龙(Chevron)和康菲石油(ConocoPhillips)等美国大公司与伊拉克石油部建立了密切联系，并提供了技术建议，但它们空手而归。	major u.s. firm such as chevron and conocophillip , which have cultivate close tie with the iraqi oil ministry and have provide technical advice in recent year , walk away empty-handed .	近年来 ， 雪佛 龙( Chevron) 和 康菲 石油 (ConocoPhillips) 等 美国 大 公司 与 伊拉克 石油部 建立 了 密切 联系 ， 并 提供 了 技术 建议 ， 但 它们 空手而归 。	近年来 ， 雪佛 龙( Chevron) 和 康菲 石油 (ConocoPhillips) 等 美国 大 公司 与 伊拉克 石油部 建立 了 密切 联系 ， 并 提供 了 技术 建议 ， 但 它们 空手而归 。	[(0, 0), (1, 4), (2, 12), (5, 4), (6, 5), (7, 8), (9, 28), (10, 16), (12, 18), (14, 13), (16, 14), (17, 7), (18, 15), (19, 21), (21, 22), (22, 24), (23, 25), (24, 23), (25, 0), (30, 29), (31, 30)]
d003.s014	Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .	在本周末授予的两份合同中，俄罗斯公司卢克石油公司和俄罗斯天然气工业股份公司是最大的利益相关者。	russian company lukoil and gazprom be the top stakeholder in two of the contract award this weekend .	在 本周末 授予 的 两 份 合同 中 ， 俄罗斯 公司 卢克 石油 公司 和 俄罗斯 天然气 工业 股份 公司 是 最 大 的 利益 相关者 。	在 本周末 授予 的 两 份 合同 中 ， 俄罗斯 公司 卢克 石油 公司 和 俄罗斯 天然气 工业 股份 公司 是 最 大 的 利益 相关者 。	[(1, 10), (2, 12), (3, 14), (4, 11), (5, 20), (8, 24), (9, 7), (10, 4), (11, 23), (13, 6), (14, 2), (16, 1), (17, 26)]
d003.s015	State-owned China National Petroleum Corporation bid on more contracts than any other company and walked away with large stakes in contracts for two major fields .	国有的中国石油天然气集团公司竞标的合同数量超过任何其他公司，并带走了两大领域的大量合同。	state-owned china national petroleum corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	国有 的 中国 石油 天然气 集团 公司 竞标 的 合同 数量 超过 任何 其他 公司 ， 并 带走 了 两 大 领域 的 大量 合同 。	国有 的 中国 石油 天然气 集团 公司 竞标 的 合同 数量 超过 任何 其他 公司 ， 并 带走 了 两 大 领域 的 大量 合同 。	[(0, 0), (1, 2), (3, 3), (4, 6), (5, 7), (8, 9), (9, 11), (10, 12), (11, 13), (12, 14), (13, 16), (14, 17), (15, 17), (16, 1), (17, 23), (19, 18), (20, 24), (22, 19), (23, 20), (24, 21), (25, 25)]
d003.s016	We all know that China is on track to become a major economic as well as technological power , Oil Ministry spokesman Assam Jihad said .	石油部发言人阿萨姆圣战表示，我们都知道中国有望成为一个主要的经济和技术强国。	we all know that china be on track to become a major economic as well as technological power , oil ministry spokesman assam jihad say .	石油部 发言人 阿萨姆 圣战 表示 ， 我们 都 知道 中国 有望 成为 一个 主要 的 经济 和 技术 强国 。	石油部 发言人 阿萨姆 圣战 表示 ， 我们 都 知道 中国 有望 成为 一个 主要 的 经济 和 技术 强国 。	[(0, 6), (1, 7), (4, 9), (8, 8), (9, 11), (10, 12), (11, 13), (12, 15), (17, 18), (19, 0), (20, 0), (21, 1), (22, 2), (23, 3), (24, 4), (25, 19)]
d003.s017	We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .	我们相信，这家中国公司将与竞争对手并驾齐驱，兑现对伊拉克的承诺。	we feel confident that the chinese company will be on par with its competitor and will deliver on its commitment towards iraq .	我们 相信 ， 这家 中国 公司 将 与 竞争 对手 并驾齐驱 ， 兑现 对 伊拉克 的 承诺 。	我们 相信 ， 这家 中国 公司 将 与 竞争 对手 并驾齐驱 ， 兑现 对 伊拉克 的 承诺 。	[(0, 0), (2, 1), (4, 3), (6, 5), (7, 6), (9, 10), (13, 9), (14, 7), (16, 12), (19, 16), (20, 13), (21, 14), (22, 17)]
d003.s018	Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .	预先选定提交出价的公司，然后将其与该部愿意为将每个油田的产量提高到当前水平而支付的每桶费用进行比较。	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	预先 选定 提交 出价 的 公司 ， 然后 将 其 与 该部 愿意 为 将 每个 油田 的 产量 提高 到 当前 水平 而 支付 的 每 桶 费用 进行 比较 。	预先 选定 提交 出价 的 公司 ， 然后 将 其 与 该部 愿意 为 将 每个 油田 的 产量 提高 到 当前 水平 而 支付 的 每 桶 费用 进行 比较 。	[(0, 5), (1, 1), (2, 2), (5, 3), (6, 3), (7, 9), (9, 7), (11, 10), (12, 17), (13, 26), (14, 27), (15, 28), (16, 21), (17, 11), (18, 8), (19, 12), (20, 20), (21, 24), (22, 13), (23, 19), (24, 18), (27, 22), (29, 15), (30, 16), (31, 31)]
d004.s000	US banks repay state support	美国银行偿还国家支持	us bank repay state support	美国 银行 偿还 国家 支持	美国 银行 偿还 国家 支持	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4)]
d004.s001	The crisis-hit US major banks are breaking free from their state shackles .	受危机影响的美国主要银行正在摆脱国家的束缚。	the crisis-hit us major bank be break free from they state shackle .	受 危机 影响 的 美国 主要 银行 正在 摆脱 国家 的 束缚 。	受 危机 影响 的 美国 主要 银行 正在 摆脱 国家 的 束缚 。	[(0, 0), (1, 1), (2, 4), (3, 5), (4, 6), (7, 8), (10, 9), (12, 12)]
d004.s002	On Wednesday Bank of America repaid the support from the bank protection fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .	周三，美国银行一次性偿还了银行保护基金TARP的支持，金额为450亿美元（近300亿欧元）。	on wednesday bank of america repay the support from the bank protection fund tarp in the amount usd 45 billion ( nearly eur 30 billion ) in one go .	周三 ， 美国 银行 一 次 性偿 还 了 银行 保护 基金 TARP 的 支持 ， 金额 为 450亿 美元 （ 近 300亿 欧元 ） 。	周三 ， 美国 银行 一 次 性偿 还 了 银行 保护 基金 TARP 的 支持 ， 金额 为 450亿 美元 （ 近 300亿 欧元 ） 。	[(1, 0), (2, 3), (3, 13), (4, 2), (5, 6), (6, 5), (7, 14), (10, 9), (11, 10), (12, 11), (13, 12), (16, 16), (18, 18), (19, 18), (21, 21), (23, 22), (24, 22), (27, 4), (29, 25)]
d004.s003	And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the state support .	而且，根据美国广播公司CNBC的报道，花旗集团还计划偿还国家支持。	and , accord to report from us broadcaster cnbc , citigroup be also plan to repay the state support .	而且 ， 根据 美国 广播 公司 CNBC 的 报道 ， 花旗 集团 还 计划 偿还 国家 支持 。	而且 ， 根据 美国 广播 公司 CNBC 的 报道 ， 花旗 集团 还 计划 偿还 国家 支持 。	[(3, 4), (4, 8), (6, 3), (7, 5), (8, 6), (10, 11), (12, 12), (13, 13), (14, 14), (16, 10), (17, 15), (18, 16), (19, 17)]
d004.s004	The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high charges .	因此，这些机构希望摆脱与接受资金齐头并进的限制，例如对经理奖金的限制和支付高额费用。	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	因此 ， 这些 机构 希望 摆脱 与 接受 资金 齐头并进 的 限制 ， 例如 对 经理 奖金 的 限制 和 支付 高额 费用 。	因此 ， 这些 机构 希望 摆脱 与 接受 资金 齐头并进 的 限制 ， 例如 对 经理 奖金 的 限制 和 支付 高额 费用 。	[(0, 2), (1, 3), (4, 4), (8, 5), (9, 6), (10, 11), (13, 6), (15, 7), (16, 10), (17, 8), (18, 8), (20, 13), (21, 0), (22, 14), (23, 18), (24, 14), (25, 15), (26, 16), (27, 19), (29, 20), (30, 17), (31, 21), (32, 22), (33, 23)]
d004.s005	Bank of America had raised some USD 19 billion from investors through convertible loans .	美国银行通过可转换贷款从投资者那里筹集了大约190亿美元。	bank of america have raise some usd 19 billion from investor through convertible loan .	美国 银行 通过 可转换 贷款 从 投资者 那里 筹集 了 大约 190亿 美元 。	美国 银行 通过 可转换 贷款 从 投资者 那里 筹集 了 大约 190亿 美元 。	[(0, 1), (2, 0), (4, 8), (7, 11), (8, 11), (9, 5), (10, 6), (11, 2), (12, 3), (13, 4), (14, 13)]
d004.s006	The rest of the amount was taken from its own kitty , which was well filled through the sale of business units .	其余的金额来自自己的小猫，通过出售业务部门得到了很好的填充。	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	其余 的 金额 来自 自己 的 小 猫 ， 通过 出售 业务 部门 得到 了 很 好的 填充 。	其余 的 金额 来自 自己 的 小 猫 ， 通过 出售 业务 部门 得到 了 很 好的 填充 。	[(0, 0), (2, 1), (4, 2), (6, 13), (7, 3), (10, 7), (15, 17), (16, 9), (18, 10), (19, 5), (20, 11), (21, 12), (22, 18)]
d004.s007	Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .	银行负责人肯尼斯·刘易斯（ Kenneth Lewis ）周三晚上向美国纳税人表示感谢：现金注入帮助度过了一段非常困难的时期。	bank head kenneth lewi extend he express thanks to the american taxpayer on wednesday evening : the cash injection help over a very difficult time .	银行 负责人 肯尼斯·刘易斯 （ Kenneth Lewis ） 周三 晚上 向 美国 纳税人 表示 感谢 ： 现金 注入 帮助 度过 了 一 段 非常 困难 的 时期 。	银行 负责人 肯尼斯·刘易斯 （ Kenneth Lewis ） 周三 晚上 向 美国 纳税人 表示 感谢 ： 现金 注入 帮助 度过 了 一 段 非常 困难 的 时期 。	[(0, 0), (1, 1), (2, 2), (3, 5), (6, 12), (7, 13), (8, 9), (11, 11), (13, 7), (14, 8), (17, 15), (18, 16), (19, 17), (21, 20), (22, 22), (23, 23), (24, 25), (25, 26)]
d004.s008	The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .	在金融危机最严重的时候，这家银行通过接管投资银行美林(Merrill Lynch)而捉襟见肘。	the bank overstretch at the height of the financial crisis by take over the investment bank merrill lynch .	在 金融 危机 最 严重 的 时候 ， 这家 银行 通过 接管 投资 银行 美林( Merrill Lynch) 而 捉襟见肘 。	在 金融 危机 最 严重 的 时候 ， 这家 银行 通过 接管 投资 银行 美林( Merrill Lynch) 而 捉襟见肘 。	[(0, 8), (1, 9), (4, 0), (5, 4), (6, 5), (8, 1), (9, 2), (10, 10), (11, 11), (12, 11), (13, 8), (14, 12), (15, 13), (16, 15), (17, 16), (18, 19)]
d004.s009	Citigroup also plans to raise cash on the capital market to free itself from its liabilities with the state .	花旗集团还计划在资本市场上筹集现金，以摆脱对国家的负债。	citigroup also plan to raise cash on the capital market to free itself from its liability with the state .	花旗 集团 还 计划 在 资本 市场 上 筹集 现金 ， 以 摆脱 对 国家 的 负债 。	花旗 集团 还 计划 在 资本 市场 上 筹集 现金 ， 以 摆脱 对 国家 的 负债 。	[(0, 1), (1, 15), (2, 3), (3, 2), (4, 8), (5, 9), (6, 7), (7, 0), (8, 5), (9, 6), (10, 11), (11, 12), (15, 16), (18, 14), (19, 17)]
d004.s010	Already on Thursday , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .	CNBC援引圈子报道称，这家美国银行周四已经宣布增资约200亿美元。	already on thursday , the us bank be able to announce a capital increase of some usd 20 billion , report cnbc with reference to circle .	CNBC 援引 圈子 报道 称 ， 这家 美国 银行 周四 已经 宣布 增资 约 200亿 美元 。	CNBC 援引 圈子 报道 称 ， 这家 美国 银行 周四 已经 宣布 增资 约 200亿 美元 。	[(0, 10), (2, 9), (5, 7), (6, 8), (9, 4), (10, 11), (12, 12), (17, 14), (18, 14), (19, 16), (20, 3), (21, 0), (23, 1), (24, 13), (25, 2), (26, 16)]
d004.s011	A Citigroup spokesman declined to comment .	花旗集团发言人拒绝置评。	a citigroup spokesman decline to comment .	花旗 集团 发言人 拒绝 置评 。	花旗 集团 发言人 拒绝 置评 。	[(1, 1), (2, 2), (4, 3), (5, 4), (6, 5)]
d004.s012	Goldman Sachs , JP Morgan Chase and Morgan Stanley had already repaid their support in June .	高盛(Goldman Sachs)、摩根大通(JP Morgan Chase)和摩根士丹利(Morgan Stanley)已经在6月份偿还	goldman sach , jp morgan chase and morgan stanley have already repay they support in june .	高盛( Gold man Sachs) 、 摩根 大 通( JP Morgan Chase) 和 摩根士丹 利( Morgan Stanley ) 已经 在 6月份 偿还	高盛( Gold man Sachs) 、 摩根 大 通( JP Morgan Chase) 和 摩根士丹 利( Morgan Stanley ) 已经 在 6月份 偿还	[(0, 1), (1, 3), (2, 4), (3, 8), (4, 0), (5, 10), (6, 11), (7, 5), (8, 13), (10, 17), (11, 20), (13, 19), (14, 18), (15, 19)]
d005.s000	Cheshire Appeal Will Point to Twitter	柴郡上诉将指向Twitter	cheshire appeal will point to twitter	柴郡 上诉 将 指向 Twitter	柴郡 上诉 将 指向 Twitter	[(0, 0), (1, 1), (2, 2), (4, 3), (5, 4)]
d005.s001	There were half a dozen of them typing away in the courtroom rows .	一排排的法庭上，有六个人在打字。	there be half_a_dozen of they typing away in the courtroom row .	一排排 的 法庭 上 ， 有 六 个人 在 打字 。	一排排 的 法庭 上 ， 有 六 个人 在 打字 。	[(0, 5), (3, 1), (5, 9), (9, 2), (10, 2), (11, 10)]
d005.s002	Minute by minute , they sent out reports of gruesome testimony via Twitter .	每分钟，他们都会通过Twitter发送可怕证词的报告。	minute by minute , they send out report of gruesome testimony via twitter .	每 分钟 ， 他们 都会 通过 Twitter 发送 可怕 证词 的 报告 。	每 分钟 ， 他们 都会 通过 Twitter 发送 可怕 证词 的 报告 。	[(2, 1), (4, 3), (5, 7), (7, 11), (8, 10), (9, 8), (10, 9), (11, 5), (12, 6), (13, 12)]
d005.s003	In the end , the defense says , there were more than 140,000 Twitter messages about the trial that dealt with rape and children tied to their beds in a house that was set ablaze .	辩方说，最后，有超过14万条关于审判的Twitter消息，涉及强奸和将儿童绑在被点燃的房子里的床上。	in the end , the defense say , there be more than 140,000 twitter message about the trial that deal with rape and child tie to they bed in a house that be set ablaze .	辩方 说 ， 最后 ， 有 超过 14万 条 关于 审判 的 Twitter 消息 ， 涉及 强奸 和 将 儿童 绑 在 被 点燃 的 房子 里 的 床 上 。	辩方 说 ， 最后 ， 有 超过 14万 条 关于 审判 的 Twitter 消息 ， 涉及 强奸 和 将 儿童 绑 在 被 点燃 的 房子 里 的 床 上 。	[(0, 3), (4, 0), (6, 1), (8, 5), (10, 6), (12, 7), (13, 12), (14, 13), (15, 9), (17, 10), (19, 15), (21, 16), (22, 17), (23, 19), (25, 22), (27, 28), (28, 21), (29, 24), (30, 25), (33, 23), (34, 23), (35, 30)]
d005.s004	On Thursday , the widely followed trial of Steven J. Hayes , who was convicted of killing three members of a Cheshire , Conn. , family , is set to come to an official end with the judge 's imposition of the death sentence voted for by the jury .	周四，因杀害康涅狄格州柴郡一家三口而被定罪的史蒂文· J ·海耶斯（ Steven J. Hayes ）的审判将正式结束，陪审团投票赞成法官判处死刑。	on thursday , the widely follow trial of steven j. haye , who be convict of kill three member of a cheshire , conn. , family , be set to come to a official end with the judge 's imposition of the death sentence vote for by the jury .	周四 ， 因 杀害 康涅狄格州 柴郡 一家 三口 而 被 定罪 的 史蒂文 · J ·海耶斯 （ Steven J . Hayes ） 的 审判 将 正式 结束 ， 陪审团 投票 赞成 法官 判处 死刑 。	周四 ， 因 杀害 康涅狄格州 柴郡 一家 三口 而 被 定罪 的 史蒂文 · J ·海耶斯 （ Steven J . Hayes ） 的 审判 将 正式 结束 ， 陪审团 投票 赞成 法官 判处 死刑 。	[(1, 0), (3, 6), (8, 12), (9, 14), (10, 20), (13, 9), (14, 10), (15, 11), (16, 3), (17, 7), (18, 7), (23, 4), (26, 34), (29, 24), (31, 23), (32, 22), (33, 25), (34, 26), (37, 31), (42, 33), (44, 29), (48, 28), (49, 34)]
